Id,OwnerUserId,Score,ViewCount,CommentCount
81006,32036.0,1,,0
81007,31243.0,1,112.0,3
81008,14188.0,4,,0
81009,36422.0,1,127.0,4
81010,17398.0,2,,3
81011,36743.0,4,,4
81012,28524.0,1,246.0,0
81014,8762.0,2,,1
81015,36784.0,1,,0
81016,35131.0,0,,0
81017,30192.0,0,38.0,8
81018,805.0,2,,14
81019,30192.0,0,66.0,4
81020,11867.0,1,72.0,0
81022,23606.0,0,132.0,2
81023,36743.0,10,,6
81024,9219.0,0,,0
81025,8200.0,2,,0
81026,13818.0,1,,0
81027,32472.0,0,122.0,1
81029,23853.0,5,,0
81030,23853.0,5,,1
81032,36540.0,1,68.0,2
81033,7068.0,2,125.0,0
81034,27812.0,2,,0
81035,805.0,9,,0
81036,264.0,1,,0
81037,2592.0,1,,0
81038,2592.0,3,,0
81039,34882.0,0,45.0,5
81040,9201.0,3,172.0,8
81041,36539.0,2,,1
81043,32181.0,0,56.0,1
81044,4253.0,1,,1
81046,2526.0,1,60.0,2
81047,9125.0,5,107.0,8
81048,36266.0,0,117.0,0
81049,28705.0,2,,0
81052,805.0,0,,0
81053,32397.0,0,15.0,0
81054,32397.0,0,47.0,2
81055,21471.0,1,123.0,5
81057,36787.0,2,711.0,6
81058,27409.0,4,76.0,0
81060,28746.0,3,,3
81061,35288.0,0,52.0,3
81062,28740.0,1,,3
81063,2817.0,1,,1
81065,2392.0,1,,3
81066,26105.0,2,180.0,4
81067,8013.0,4,,1
81068,27559.0,1,300.0,3
81069,32397.0,0,111.0,3
81070,28746.0,2,,8
81071,36799.0,0,217.0,9
81073,36801.0,0,40.0,1
81074,31152.0,4,215.0,0
81076,3269.0,2,62.0,3
81077,29137.0,1,,12
81078,13818.0,2,,4
81079,36804.0,6,202.0,0
81080,13818.0,2,,0
81081,13818.0,1,,0
81082,12923.0,1,50.0,2
81083,6610.0,0,66.0,0
81084,28746.0,0,,0
81085,24073.0,0,,0
81087,805.0,5,,2
81088,12923.0,0,45.0,0
81089,12923.0,1,,0
81090,31364.0,0,52.0,0
81091,36811.0,5,153.0,8
81094,8141.0,2,,0
81095,35845.0,0,68.0,0
81097,2116.0,3,,1
81098,31166.0,-2,150.0,1
81099,2116.0,2,,0
81100,30964.0,0,,9
81102,36819.0,0,126.0,5
81103,36820.0,1,54.0,0
81104,23853.0,3,,6
81106,887.0,4,,0
81108,16765.0,1,,0
81109,13804.0,0,,3
81111,30336.0,5,253.0,2
81112,6015.0,4,91.0,0
81113,686.0,1,,1
81114,3277.0,4,,6
81115,4598.0,6,,0
81116,36825.0,11,293.0,2
81117,3019.0,6,,1
81119,32036.0,3,,0
81120,36818.0,2,100.0,2
81121,34817.0,1,173.0,6
81122,35575.0,5,65.0,0
81123,27779.0,2,108.0,5
81124,32036.0,1,,4
81125,22311.0,2,,0
81126,30545.0,1,,0
81127,10530.0,0,,0
81129,36828.0,1,41.0,1
81130,2817.0,1,,0
81132,10416.0,11,366.0,3
81133,6547.0,1,497.0,0
81134,36829.0,0,38.0,2
81135,24515.0,1,38.0,0
81136,27779.0,4,150.0,1
81137,5191.0,0,,0
81138,36830.0,3,899.0,0
81139,22311.0,1,,12
81140,36793.0,4,214.0,0
81142,21599.0,2,,3
81143,805.0,0,,0
81144,16859.0,1,54.0,0
81145,16859.0,0,,0
81146,26105.0,1,,2
81147,36833.0,1,,0
81150,25.0,2,,1
81151,31420.0,2,690.0,6
81152,36835.0,2,,7
81153,21918.0,1,39.0,4
81154,36836.0,1,33.0,3
81155,21793.0,0,394.0,1
81156,8013.0,1,,2
81157,2116.0,2,,1
81158,36130.0,1,76.0,7
81159,36840.0,0,,1
81160,7071.0,3,,1
81161,20959.0,1,19.0,2
81162,,1,33.0,2
81163,17567.0,1,92.0,3
81164,25335.0,1,135.0,1
81165,1191.0,9,,4
81166,442.0,5,162.0,2
81167,4505.0,5,,0
81168,21654.0,8,,0
81169,35099.0,7,,0
81170,36844.0,2,255.0,2
81171,35099.0,1,,0
81172,32036.0,1,,0
81173,21599.0,0,,0
81174,21599.0,0,,0
81175,36796.0,1,51.0,0
81176,21654.0,2,,0
81177,36816.0,3,91.0,0
81178,36846.0,6,116.0,2
81179,28746.0,1,,5
81180,9394.0,2,,3
81181,3262.0,3,,0
81182,36539.0,0,,3
81183,21654.0,4,,0
81184,6073.0,0,107.0,3
81185,36850.0,3,,1
81186,36851.0,2,35.0,1
81188,6844.0,2,137.0,4
81189,36852.0,1,82.0,10
81190,6867.0,2,51.0,2
81191,34882.0,0,69.0,3
81192,36853.0,1,,0
81193,36854.0,2,262.0,0
81194,30701.0,0,98.0,3
81195,-1.0,0,,0
81196,32036.0,0,,0
81197,30192.0,2,152.0,3
81198,36264.0,0,35.0,1
81199,32036.0,1,,0
81200,27779.0,0,80.0,1
81201,9201.0,0,,0
81202,23853.0,0,,2
81203,16949.0,0,16.0,1
81204,36857.0,3,,2
81205,24515.0,1,,0
81206,36858.0,0,88.0,3
81208,36545.0,0,,0
81209,36860.0,1,149.0,0
81210,35099.0,4,,0
81211,8013.0,0,,8
81212,36545.0,0,,0
81213,36539.0,0,,0
81214,21654.0,0,,0
81215,21599.0,0,,0
81216,21599.0,0,,0
81218,10389.0,2,161.0,0
81219,3019.0,3,,0
81220,36865.0,1,91.0,0
81221,36866.0,1,,0
81222,24617.0,0,,2
81223,273.0,2,,2
81224,36868.0,0,36.0,0
81225,31420.0,0,279.0,8
81226,36604.0,0,39.0,0
81227,28007.0,1,115.0,6
81228,25292.0,1,,1
81229,36869.0,3,205.0,2
81230,1934.0,3,,6
81231,21599.0,0,,0
81232,21599.0,0,,0
81233,21599.0,0,,0
81234,21599.0,0,,0
81235,8141.0,1,,1
81236,21599.0,0,,0
81237,21599.0,0,,0
81238,36875.0,1,92.0,1
81239,7787.0,3,104.0,3
81240,26190.0,6,173.0,0
81241,36875.0,5,,7
81243,7290.0,2,,8
81244,36878.0,2,49.0,2
81246,36870.0,4,371.0,2
81247,36880.0,6,244.0,4
81248,36861.0,4,69.0,0
81249,36881.0,1,,0
81250,9568.0,1,,0
81251,29497.0,1,203.0,3
81252,8932.0,3,,0
81253,28746.0,2,,15
81254,8932.0,2,,0
81255,2126.0,6,,1
81256,805.0,0,,0
81257,29600.0,0,,0
81258,9568.0,0,,0
81259,36743.0,1,,0
81260,23840.0,3,,2
81261,35842.0,4,820.0,0
81262,36886.0,4,806.0,2
81263,27089.0,3,73.0,2
81264,16049.0,2,,1
81266,87.0,2,,1
81267,36312.0,2,127.0,6
81268,36891.0,0,174.0,0
81269,36891.0,0,51.0,7
81270,36892.0,1,,1
81271,10530.0,1,,2
81272,25292.0,2,,0
81273,36894.0,3,95.0,1
81274,273.0,2,,2
81275,26105.0,3,154.0,7
81276,3019.0,8,,3
81277,36462.0,0,114.0,1
81278,14188.0,0,,1
81282,16049.0,15,332.0,0
81283,21471.0,0,68.0,1
81284,21200.0,2,1174.0,0
81285,25973.0,2,64.0,6
81288,30557.0,0,88.0,5
81289,8141.0,2,,1
81290,6479.0,1,27.0,1
81291,36898.0,4,93.0,4
81292,36899.0,0,31.0,0
81293,6633.0,1,,3
81294,36381.0,2,,0
81295,31987.0,1,43.0,1
81296,28705.0,0,,1
81297,1764.0,1,,0
81298,36835.0,1,,2
81299,11748.0,1,,0
81300,1934.0,9,,1
81301,25628.0,4,,2
81302,7787.0,1,129.0,2
81304,36901.0,6,,1
81305,28007.0,1,,2
81306,1764.0,1,,0
81308,15989.0,0,48.0,1
81309,36835.0,2,41.0,0
81311,35873.0,-1,117.0,5
81313,686.0,1,,0
81314,686.0,3,,0
81315,686.0,4,,1
81316,12783.0,0,67.0,2
81317,686.0,1,,1
81318,35370.0,0,41.0,2
81320,4045.0,11,,1
81321,28746.0,5,,0
81322,36903.0,2,31.0,0
81323,32036.0,2,,1
81324,36904.0,2,,0
81325,34612.0,2,320.0,0
81326,14421.0,0,37.0,0
81328,22314.0,2,49.0,0
81329,10884.0,1,,0
81330,32036.0,2,,0
81333,32005.0,2,39.0,2
81334,35176.0,1,54.0,0
81335,36910.0,0,168.0,3
81336,32036.0,1,,0
81337,32036.0,0,,0
81338,32036.0,0,,0
81339,29600.0,1,,8
81340,20657.0,0,,0
81341,35131.0,1,,0
81342,36455.0,2,,0
81343,23606.0,1,248.0,3
81345,36912.0,4,167.0,0
81346,32036.0,3,,0
81347,273.0,0,,0
81348,805.0,2,,4
81349,12895.0,2,,0
81351,36625.0,3,165.0,0
81352,17543.0,1,33.0,0
81353,4598.0,2,,0
81354,26105.0,2,,5
81355,16049.0,3,,0
81356,23853.0,0,,0
81357,22047.0,2,,0
81358,36913.0,0,55.0,0
81359,36896.0,0,95.0,5
81360,21922.0,2,,1
81361,12307.0,0,26.0,0
81362,32036.0,0,,0
81363,32036.0,0,,0
81364,36914.0,6,181.0,1
81365,27779.0,2,303.0,3
81366,27779.0,1,120.0,3
81367,25433.0,1,,2
81368,3903.0,3,580.0,0
81369,36910.0,1,137.0,0
81370,7138.0,7,,6
81371,20657.0,1,,0
81372,9125.0,1,,1
81373,14500.0,0,50.0,0
81374,25433.0,1,,1
81376,3058.0,4,,0
81377,36916.0,0,45.0,0
81379,2126.0,5,,0
81380,887.0,1,,2
81381,36915.0,0,,4
81382,887.0,5,,0
81383,28524.0,6,135.0,7
81384,32036.0,2,,0
81385,919.0,7,,1
81386,21958.0,1,170.0,7
81387,21471.0,1,80.0,3
81389,14346.0,3,89.0,0
81390,17543.0,1,,0
81391,36921.0,0,121.0,1
81392,3017.0,1,25.0,3
81393,9997.0,3,,0
81394,36922.0,1,69.0,2
81395,36923.0,2,104.0,7
81396,2817.0,2,789.0,2
81397,35572.0,1,,4
81398,5836.0,4,,3
81399,14163.0,0,,0
81400,36924.0,0,146.0,2
81401,36926.0,3,112.0,3
81402,1934.0,3,,1
81403,36862.0,3,354.0,3
81404,25433.0,2,,1
81405,18563.0,3,,5
81406,28746.0,3,,5
81407,14163.0,1,,4
81408,36927.0,0,68.0,7
81409,25433.0,0,,0
81411,36930.0,3,,5
81413,36636.0,0,33.0,1
81414,36625.0,1,376.0,3
81415,36636.0,1,258.0,0
81416,24289.0,11,,2
81417,35099.0,3,,0
81418,22022.0,0,78.0,0
81419,36934.0,1,96.0,0
81420,21521.0,0,61.0,0
81421,36609.0,1,127.0,0
81422,9568.0,2,,0
81424,7828.0,1,,1
81427,36938.0,3,682.0,7
81429,8013.0,4,,4
81430,36940.0,2,97.0,3
81431,21654.0,6,,1
81432,9568.0,2,,15
81434,36943.0,0,26.0,0
81435,686.0,2,,1
81436,34787.0,1,382.0,0
81437,805.0,2,,3
81438,32036.0,1,,0
81439,28109.0,2,123.0,5
81440,12329.0,0,26.0,1
81441,36945.0,0,207.0,1
81442,21654.0,1,,2
81443,686.0,2,,1
81444,13138.0,2,,1
81445,32036.0,1,,1
81447,32036.0,0,,1
81449,35320.0,0,,0
81450,14860.0,0,,1
81451,36954.0,0,30.0,8
81452,28746.0,1,,0
81453,2126.0,3,,2
81454,2040.0,2,204.0,0
81455,5829.0,4,,2
81456,4045.0,0,,0
81457,36317.0,3,1332.0,0
81458,36957.0,0,31.0,5
81459,36958.0,1,87.0,3
81460,32036.0,0,,0
81461,20213.0,3,128.0,3
81462,28218.0,3,,2
81463,36962.0,0,101.0,1
81464,36961.0,1,23.0,1
81466,28732.0,4,,0
81467,16036.0,0,,0
81469,36964.0,4,147.0,2
81470,36130.0,0,70.0,3
81471,805.0,9,,0
81472,32036.0,1,,6
81473,25392.0,1,,0
81474,36967.0,0,58.0,0
81475,5191.0,1,,0
81476,10619.0,0,61.0,1
81477,31420.0,0,97.0,14
81478,10619.0,0,76.0,2
81479,36971.0,3,109.0,2
81480,35572.0,0,28.0,4
81481,9694.0,1,2482.0,1
81482,36738.0,0,1205.0,1
81483,36973.0,6,3170.0,0
81484,16049.0,0,,2
81485,686.0,10,,2
81486,686.0,2,,3
81487,4598.0,3,,7
81488,32036.0,0,,3
81489,,0,,1
81490,36975.0,1,87.0,0
81491,32036.0,2,,0
81492,,0,,0
81494,3277.0,9,,2
81496,7828.0,5,,6
81497,26748.0,0,199.0,2
81498,805.0,8,,0
81499,36979.0,1,164.0,0
81501,16663.0,2,,0
81502,2958.0,4,,0
81504,29342.0,3,,3
81505,6248.0,1,,1
81506,12329.0,1,74.0,3
81507,25.0,2,,0
81508,17481.0,5,,5
81509,35572.0,0,215.0,0
81510,11878.0,2,,0
81511,29342.0,0,,3
81512,21521.0,1,,0
81513,36415.0,1,90.0,3
81514,25339.0,0,44.0,3
81515,3269.0,0,80.0,1
81516,36894.0,0,39.0,4
81517,36986.0,3,,0
81519,36987.0,3,181.0,2
81520,273.0,0,,0
81521,36989.0,0,81.0,0
81522,36988.0,2,44.0,0
81523,13837.0,0,773.0,7
81524,36990.0,1,,2
81525,795.0,1,37.0,1
81526,24000.0,3,114.0,3
81527,29600.0,1,,0
81530,36942.0,0,58.0,3
81531,919.0,3,,2
81532,36835.0,9,,2
81533,36996.0,0,97.0,4
81534,28746.0,2,,0
81535,28916.0,1,,4
81536,7972.0,1,,0
81537,12947.0,0,128.0,0
81538,36999.0,3,257.0,0
81539,37000.0,1,348.0,0
81540,14741.0,1,,0
81542,26088.0,0,73.0,4
81543,32397.0,0,82.0,0
81544,10515.0,2,47.0,2
81545,12329.0,0,76.0,0
81546,35885.0,3,615.0,0
81547,805.0,3,,0
81548,7250.0,1,,0
81549,3277.0,0,,3
81550,13669.0,1,,2
81551,31016.0,1,99.0,0
81552,273.0,8,206.0,13
81553,8013.0,1,,1
81554,686.0,2,,2
81555,17017.0,2,70.0,0
81556,31160.0,1,66.0,3
81557,37008.0,0,42.0,3
81559,32398.0,0,,1
81560,32398.0,0,,0
81561,273.0,1,,1
81562,32398.0,0,,0
81563,21076.0,0,21.0,0
81564,32398.0,0,,0
81565,32398.0,0,,0
81566,32398.0,0,,0
81567,37014.0,2,55.0,1
81569,2150.0,1,,2
81570,32036.0,0,,0
81571,2921.0,4,85.0,0
81572,805.0,9,,0
81573,17192.0,1,100.0,1
81574,31605.0,0,,0
81576,22062.0,1,233.0,0
81577,32036.0,1,,7
81578,37019.0,2,93.0,4
81579,8374.0,3,185.0,0
81580,27779.0,0,17.0,1
81581,37022.0,0,94.0,3
81583,9671.0,2,51.0,0
81584,36824.0,4,,4
81585,686.0,5,,0
81586,9731.0,0,,0
81587,3330.0,0,,0
81588,4598.0,4,,0
81589,887.0,1,,1
81590,22047.0,1,,0
81591,30433.0,0,53.0,0
81592,13702.0,0,28.0,0
81593,4598.0,3,,1
81594,36899.0,0,24.0,0
81595,37028.0,1,88.0,0
81596,17481.0,2,,2
81598,37008.0,3,,0
81599,9201.0,0,87.0,0
81600,686.0,0,,0
81601,13864.0,1,98.0,9
81603,7828.0,1,63.0,2
81604,32397.0,1,58.0,0
81605,7828.0,2,,3
81606,35286.0,2,334.0,0
81607,24515.0,3,,2
81608,37030.0,2,37.0,0
81609,28864.0,1,1551.0,2
81610,36706.0,0,105.0,0
81611,5739.0,4,,2
81612,35736.0,1,388.0,0
81613,21790.0,1,140.0,6
81614,7883.0,0,117.0,2
81615,28053.0,2,207.0,0
81616,13133.0,1,25.0,0
81617,37032.0,0,11.0,0
81618,37033.0,0,44.0,8
81619,21240.0,1,,2
81620,36462.0,0,,0
81621,4253.0,3,,0
81622,37037.0,0,838.0,2
81623,37038.0,-2,192.0,1
81624,35830.0,0,52.0,0
81625,36491.0,0,44.0,0
81626,37036.0,8,265.0,5
81627,24515.0,3,,9
81628,24515.0,0,,0
81629,31668.0,1,,2
81630,686.0,1,,2
81631,37039.0,0,37.0,1
81632,37040.0,1,194.0,11
81633,4505.0,1,,0
81634,37041.0,9,,12
81635,4505.0,4,,0
81636,10619.0,-4,242.0,6
81637,27779.0,1,77.0,0
81638,5174.0,0,70.0,0
81639,4505.0,8,,4
81640,2817.0,1,,2
81641,31668.0,1,,0
81642,7788.0,5,,1
81643,805.0,1,,0
81645,37044.0,3,,0
81646,7788.0,0,,0
81647,37045.0,0,63.0,5
81648,3058.0,0,,0
81649,36609.0,1,,0
81651,37046.0,0,46.0,0
81652,7788.0,1,,0
81654,16089.0,0,,1
81655,35099.0,2,,3
81656,24293.0,1,283.0,0
81657,37048.0,1,129.0,8
81658,37052.0,3,129.0,0
81659,37052.0,7,228.0,0
81660,2921.0,1,,0
81661,37051.0,1,27.0,1
81662,37053.0,2,118.0,4
81663,36843.0,0,,0
81664,1934.0,2,,3
81665,919.0,3,,3
81666,12329.0,0,64.0,1
81667,3468.0,3,,5
81668,36854.0,2,151.0,0
81669,13138.0,2,,3
81670,4505.0,2,,0
81671,37055.0,0,19.0,0
81672,37057.0,0,55.0,0
81673,8013.0,0,,0
81674,37058.0,0,158.0,7
81675,34874.0,1,,0
81676,24515.0,1,,0
81677,28746.0,0,,0
81678,805.0,4,,1
81679,2958.0,2,,0
81680,226.0,0,145.0,2
81681,28315.0,2,51.0,0
81682,28746.0,12,,3
81683,21521.0,0,,0
81684,37061.0,0,44.0,4
81687,37062.0,1,44.0,1
81688,36835.0,1,,0
81689,32036.0,1,,0
81690,805.0,1,,0
81691,1670.0,1,,0
81692,36804.0,0,20.0,0
81693,27145.0,0,107.0,4
81694,28864.0,0,104.0,2
81695,36130.0,0,101.0,1
81696,32036.0,0,,13
81697,32036.0,0,,0
81698,32036.0,0,,0
81699,25174.0,2,145.0,0
81700,4045.0,1,162.0,0
81701,36738.0,1,28.0,0
81702,10524.0,3,,2
81703,23853.0,4,,2
81704,686.0,1,,0
81705,35430.0,0,58.0,2
81706,36462.0,1,,2
81707,28705.0,2,,4
81708,686.0,2,,0
81710,26105.0,5,,1
81711,28705.0,0,,0
81712,28705.0,1,,0
81713,11438.0,3,151.0,0
81714,603.0,0,,4
81715,37078.0,3,120.0,1
81716,37082.0,0,22.0,0
81717,37083.0,2,133.0,2
81719,29163.0,2,74.0,0
81720,37085.0,0,126.0,0
81721,2261.0,3,82.0,5
81722,37051.0,3,,0
81723,37041.0,2,,0
81725,32398.0,1,,0
81726,37051.0,1,,0
81727,22518.0,1,635.0,5
81728,29137.0,1,,0
81730,37051.0,3,,0
81731,27779.0,0,38.0,0
81732,29062.0,1,,0
81733,16175.0,0,42.0,3
81734,37089.0,2,90.0,2
81735,919.0,11,,2
81736,35917.0,9,,0
81737,34817.0,1,260.0,3
81740,37091.0,7,217.0,1
81741,4598.0,1,,2
81742,686.0,3,,3
81744,34846.0,3,123.0,0
81745,27840.0,0,,0
81746,8013.0,2,,0
81747,31420.0,1,82.0,16
81748,32036.0,2,,5
81749,37093.0,0,36.0,0
81750,37094.0,2,254.0,6
81751,37099.0,1,78.0,9
81752,37103.0,3,110.0,3
81753,37096.0,1,132.0,3
81754,29153.0,4,342.0,1
81756,37057.0,1,159.0,8
81757,20009.0,1,43.0,2
81758,36835.0,1,,1
81759,37105.0,0,29.0,6
81760,29640.0,2,57.0,2
81761,7555.0,4,,1
81762,21471.0,4,122.0,5
81764,919.0,6,,3
81765,13138.0,4,,0
81766,36545.0,0,,6
81767,1390.0,3,,3
81768,32036.0,2,,2
81769,37106.0,4,69.0,3
81770,37108.0,0,68.0,7
81771,37107.0,2,102.0,0
81772,28281.0,1,,0
81773,37109.0,3,204.0,2
81774,36576.0,0,35.0,2
81776,1679.0,3,,0
81777,4541.0,0,25.0,1
81778,37109.0,3,756.0,2
81779,32398.0,1,,0
81780,5339.0,2,83.0,3
81782,35099.0,3,,2
81783,35099.0,4,,2
81784,37111.0,0,120.0,2
81785,31166.0,-1,386.0,3
81786,31166.0,0,,0
81789,37115.0,2,166.0,2
81790,36682.0,2,,6
81792,11060.0,1,,1
81793,36894.0,0,50.0,1
81794,30192.0,1,42.0,3
81796,4598.0,1,,0
81797,12714.0,0,29.0,0
81798,26105.0,0,,0
81799,28746.0,1,,1
81801,27051.0,2,150.0,5
81802,36465.0,2,,2
81803,28746.0,3,,0
81804,37120.0,0,36.0,0
81806,6929.0,2,106.0,0
81807,32181.0,0,35.0,11
81808,30701.0,2,99.0,1
81809,37121.0,1,24.0,0
81810,21471.0,2,61.0,0
81811,37123.0,1,23.0,0
81812,4598.0,1,,0
81813,28746.0,3,,0
81815,31960.0,0,115.0,0
81816,28705.0,1,,0
81817,31333.0,1,56.0,0
81818,2860.0,1,,0
81819,2294.0,0,79.0,4
81820,36465.0,5,282.0,0
81821,37126.0,0,31.0,3
81822,12409.0,0,49.0,1
81823,887.0,6,,1
81824,35099.0,4,,2
81825,36422.0,1,50.0,0
81826,36381.0,0,,1
81827,37128.0,3,52.0,0
81828,37134.0,0,49.0,4
81830,35343.0,1,127.0,2
81831,7964.0,1,,0
81832,3382.0,1,,1
81833,32398.0,1,,2
81834,37136.0,5,95.0,8
81835,37138.0,2,156.0,1
81838,10619.0,1,,0
81839,32036.0,0,,0
81840,29783.0,0,165.0,2
81841,37094.0,0,,0
81842,37141.0,1,,3
81843,25697.0,3,93.0,0
81844,10515.0,2,39.0,3
81845,37094.0,0,,6
81846,21654.0,0,,7
81847,37143.0,9,348.0,0
81848,8013.0,9,,5
81849,37144.0,3,222.0,12
81850,37146.0,2,40.0,1
81851,37145.0,0,,0
81852,35811.0,0,60.0,0
81853,37148.0,0,,0
81854,273.0,3,,0
81855,35099.0,1,,1
81856,37033.0,0,20.0,0
81857,37151.0,2,35.0,3
81858,23771.0,2,39.0,0
81859,12885.0,1,40.0,1
81861,36303.0,2,66.0,0
81862,273.0,3,,0
81863,8013.0,1,40.0,1
81864,8724.0,3,1234.0,2
81865,16049.0,3,,2
81866,273.0,1,,1
81868,273.0,4,,2
81869,35099.0,0,,4
81870,21654.0,1,,0
81871,37155.0,7,566.0,1
81872,37157.0,0,41.0,3
81873,17230.0,6,,1
81874,4505.0,3,,4
81875,35917.0,4,,0
81876,686.0,8,,2
81877,2817.0,0,,0
81878,37158.0,2,42.0,1
81879,35099.0,3,,0
81880,27672.0,0,53.0,8
81881,3468.0,0,35.0,0
81882,11609.0,0,15.0,0
81883,25212.0,12,,1
81884,37161.0,0,,1
81885,35977.0,8,215.0,4
81886,30295.0,2,160.0,0
81887,37162.0,2,131.0,1
81888,25339.0,0,61.0,0
81889,37164.0,2,388.0,5
81890,805.0,13,,3
81892,18268.0,0,,0
81893,6946.0,0,85.0,2
81894,36610.0,1,,2
81895,32398.0,3,,0
81896,32398.0,0,,1
81897,37167.0,2,,0
81898,37169.0,0,79.0,2
81899,32036.0,0,,0
81900,37173.0,0,19.0,0
81901,37171.0,1,44.0,0
81902,35295.0,3,,0
81903,36985.0,4,,1
81904,21922.0,1,,3
81905,36985.0,1,,0
81906,2669.0,2,,0
81908,8937.0,0,,0
81911,37178.0,1,72.0,3
81912,37180.0,3,39.0,0
81913,307.0,3,,3
81914,37183.0,2,519.0,3
81915,805.0,2,,0
81916,37184.0,0,47.0,1
81917,36462.0,0,,0
81918,37185.0,1,50.0,3
81920,37187.0,0,37.0,3
81921,686.0,1,,2
81923,25543.0,0,,0
81924,37036.0,1,116.0,2
81925,35873.0,2,,3
81926,34949.0,1,,0
81928,36462.0,1,,0
81929,35873.0,2,172.0,3
81930,3693.0,1,120.0,0
81931,17230.0,4,,0
81932,37191.0,7,293.0,5
81934,2669.0,1,,0
81935,601.0,5,,6
81936,35284.0,4,107.0,4
81937,37194.0,1,68.0,4
81938,37195.0,2,150.0,4
81939,805.0,1,,0
81942,24515.0,2,,2
81943,279.0,1,,0
81944,31672.0,8,230.0,3
81947,13138.0,2,,9
81948,36901.0,4,,0
81949,686.0,0,,0
81950,28746.0,6,,0
81951,37196.0,3,97.0,6
81952,919.0,2,,0
81954,,0,240.0,2
81955,37198.0,1,34.0,0
81956,37190.0,5,139.0,4
81957,32397.0,1,228.0,0
81958,35189.0,2,,1
81959,2860.0,1,,2
81960,36462.0,1,151.0,0
81961,2958.0,1,,0
81963,35099.0,7,,0
81964,7290.0,5,,0
81965,686.0,5,,6
81967,37203.0,2,77.0,2
81968,24515.0,0,,2
81969,4701.0,0,46.0,1
81970,24515.0,1,,0
81971,31310.0,0,36.0,0
81972,805.0,5,,3
81973,1021.0,6,158.0,0
81974,34787.0,1,118.0,2
81975,24515.0,9,242.0,0
81976,7555.0,1,,2
81977,7555.0,11,,1
81981,36893.0,0,12.0,1
81982,27434.0,2,47.0,0
81985,37209.0,2,109.0,0
81986,37210.0,11,6756.0,3
81987,36462.0,9,,5
81988,37188.0,1,,0
81989,37188.0,4,,0
81991,36901.0,1,,3
81992,3277.0,6,,0
81993,37211.0,11,281.0,2
81994,37188.0,2,,9
81996,,0,,0
81997,21471.0,1,65.0,10
81998,4598.0,5,,3
82000,37201.0,3,70.0,0
82001,4598.0,1,,2
82002,26552.0,2,245.0,1
82003,12436.0,3,,1
82004,2392.0,1,,2
82005,37213.0,1,61.0,10
82007,686.0,3,,3
82008,37188.0,1,,0
82010,37215.0,1,40.0,2
82011,37217.0,1,32.0,0
82012,17230.0,10,,2
82014,25335.0,1,150.0,4
82015,36985.0,2,,0
82016,6479.0,1,57.0,3
82017,37222.0,1,24.0,0
82018,37224.0,3,162.0,1
82019,37223.0,1,44.0,0
82020,36303.0,0,66.0,3
82021,36303.0,0,47.0,0
82023,23732.0,1,131.0,3
82025,35917.0,2,,3
82026,37226.0,2,124.0,0
82027,36901.0,1,,4
82028,12436.0,4,,3
82030,37044.0,0,,0
82031,1739.0,4,,0
82032,28746.0,4,,2
82033,35099.0,1,,0
82034,37230.0,0,23.0,1
82035,37231.0,1,161.0,0
82036,12436.0,1,,0
82037,37078.0,5,158.0,0
82038,20710.0,0,82.0,0
82039,37233.0,2,32.0,0
82040,1739.0,1,,4
82041,686.0,0,,1
82042,37222.0,1,,1
82043,37235.0,1,54.0,0
82044,34588.0,2,140.0,0
82045,12895.0,1,57.0,2
82046,919.0,2,,2
82048,37238.0,2,207.0,4
82049,37241.0,5,229.0,1
82050,27761.0,1,1215.0,4
82053,32398.0,2,,0
82054,37243.0,5,89.0,1
82055,37167.0,3,70.0,1
82056,7290.0,4,,2
82057,37188.0,0,,0
82058,13935.0,1,,0
82059,37244.0,1,47.0,3
82060,37246.0,0,78.0,0
82061,16596.0,1,120.0,0
82062,26776.0,0,20.0,0
82063,7250.0,6,,2
82064,26776.0,2,,1
82065,37188.0,0,,2
82066,17359.0,1,,0
82067,159.0,3,,0
82068,442.0,7,,4
82069,7250.0,5,,0
82070,37249.0,1,,0
82071,37250.0,1,103.0,0
82072,25230.0,0,63.0,1
82073,14749.0,1,,0
82074,13310.0,0,,2
82075,29578.0,0,65.0,0
82076,37254.0,0,58.0,3
82077,31166.0,-1,,2
82078,8402.0,10,357.0,10
82079,37255.0,1,55.0,6
82080,2020.0,2,,0
82081,87.0,1,,1
82082,31166.0,0,31.0,3
82083,37188.0,1,,0
82086,686.0,1,,2
82087,35001.0,1,246.0,3
82088,10619.0,0,92.0,4
82089,37256.0,2,17.0,0
82090,686.0,3,,2
82091,10619.0,0,66.0,3
82093,24331.0,0,50.0,0
82094,37257.0,2,45.0,0
82095,35556.0,0,537.0,6
82096,10619.0,2,281.0,4
82097,23853.0,3,,8
82100,28746.0,2,,3
82101,30471.0,1,452.0,0
82102,14376.0,1,669.0,10
82103,26190.0,0,107.0,0
82104,28732.0,0,,0
82105,29068.0,5,3773.0,0
82106,37259.0,0,49.0,0
82107,34745.0,0,,0
82108,36381.0,3,,3
82109,37263.0,1,,0
82110,37148.0,3,64.0,0
82111,37224.0,0,33.0,0
82112,35099.0,2,,0
82113,27779.0,1,78.0,1
82114,37263.0,1,,0
82115,37314.0,5,91.0,1
82116,9853.0,4,,1
82119,35286.0,0,79.0,1
82120,36987.0,1,65.0,6
82121,30623.0,1,17.0,6
82123,35099.0,6,,0
