Id,Reputation,Views,UpVotes,DownVotes
48777,101,0,0,0
48778,103,11,1,0
48779,1,0,0,0
48780,1,0,0,0
48781,6,0,0,0
48782,1,4,0,0
48783,1,0,0,0
48784,1,2,0,0
48785,73,6,4,0
48786,101,0,2,0
48787,8,0,0,0
48788,11,1,0,0
48789,1,0,0,0
48790,1,0,0,0
48791,1,2,0,0
48792,1,0,0,0
48793,1,0,0,0
48794,1,0,0,0
48795,1,1,0,0
48796,1,0,0,0
48797,1,3,0,0
48798,101,0,1,0
48799,1,0,0,0
48800,1,0,0,0
48801,1,0,0,0
48802,1,0,0,0
48803,6,0,0,0
48804,11,2,0,0
48805,1,0,0,0
48806,8,0,0,0
48807,1,0,0,0
48808,1,0,0,0
48809,101,0,0,0
48810,1,0,0,0
48811,6,0,0,0
48812,1,0,0,0
48813,1,0,0,0
48814,1,0,0,0
48815,1,0,0,0
48816,1,0,0,0
48817,1,1,0,0
48818,1,0,0,0
48819,1,0,0,0
48820,18,1,1,0
48821,1,0,0,0
48822,6,8,0,0
48823,1,0,0,0
48824,6,0,0,0
48825,31,4,1,0
48826,1,0,0,0
48827,11,1,0,0
48828,101,0,0,0
48829,1,1,0,0
48830,1,0,0,0
48831,18,2,0,0
48832,1,0,0,0
48833,1,0,0,0
48834,1,0,0,0
48835,1,1,0,0
48836,1,0,0,0
48837,1,0,0,0
48838,1,0,0,0
48839,1,0,0,0
48840,1,0,0,0
48841,1,0,0,0
48842,1,0,0,0
48843,101,5,1,0
48844,1,0,0,0
48845,111,0,0,0
48846,1,2,0,0
48847,1,0,0,0
48848,1,0,0,0
48849,11,0,0,0
48850,6,1,0,0
48851,101,0,1,0
48852,1,0,0,0
48853,11,0,0,0
48854,1,0,0,0
48855,6,0,0,0
48856,1,0,0,0
48857,1,0,0,0
48858,11,2,0,0
48859,1,0,0,0
48860,1,1,0,0
48861,1,0,0,0
48862,1,1,0,0
48863,101,0,0,0
48864,101,1,0,0
48865,1,1,0,0
48866,101,0,0,0
48867,1,0,0,0
48868,1,0,0,0
48869,101,0,0,0
48870,1,0,0,0
48871,16,0,0,0
48872,111,0,0,0
48873,1,0,0,0
48874,1,0,0,0
48875,1,0,0,0
48876,32,5,1,0
48877,1,0,0,0
48878,26,2,0,0
48879,6,0,0,0
48880,76,5,3,0
48881,1,0,0,0
48882,1,0,0,0
48883,6,0,0,0
48884,1,0,0,0
48885,118,2,2,0
48886,1,0,0,0
48887,101,2,0,0
48888,1,0,0,0
48889,1,0,0,0
48890,1,1,0,0
48891,1,0,0,0
48892,1,0,0,0
48893,31,1,0,0
48894,18,4,2,0
48895,1,0,0,0
48896,101,0,1,0
48897,1,0,0,0
48898,1,0,0,0
48899,6,2,0,0
48900,1,1,0,0
48901,1,1,0,0
48902,1,0,0,0
48903,1,0,0,0
48904,1,0,0,0
48905,101,0,1,0
48906,1,0,0,0
48907,1,0,0,0
48908,1,0,0,0
48909,1,0,0,0
48910,1,0,0,0
48911,1,0,0,0
48912,1,0,0,0
48913,101,0,0,0
48914,1,1,0,0
48915,1,0,0,0
48916,18,3,0,0
48917,1,0,0,0
48918,8,1,0,0
48919,1,2,0,0
48920,1,0,0,0
48921,111,0,0,0
48922,1,0,0,0
48923,1,0,0,0
48924,1,0,0,0
48925,6,0,0,0
48926,1,0,0,0
48927,11,2,0,0
48928,1,0,0,0
48929,1,0,0,0
48930,1,0,0,0
48931,126,4,10,0
48932,38,6,11,0
48933,1,0,0,0
48934,101,0,0,0
48935,1,0,0,0
48936,101,0,0,0
48937,1,2,0,0
48938,1,0,0,0
48939,11,0,0,0
48940,1,0,0,0
48941,1,0,0,0
48942,101,0,0,0
48943,1,0,0,0
48944,11,0,0,0
48945,1,0,0,0
48946,1,4,0,0
48947,1,2,0,0
48948,1,0,0,0
48949,30,2,2,0
48950,1,1,0,0
48951,1,0,0,0
48952,1,0,0,0
48953,101,0,12,0
48954,1,0,0,0
48955,1,0,0,0
48956,1,0,0,0
48957,108,2,4,0
48958,1,0,0,0
48959,1,1,0,0
48960,101,0,0,0
48961,31,4,0,0
48962,1,0,0,0
48963,101,0,0,0
48964,1,0,0,0
48965,1,0,0,0
48966,1,0,0,0
48967,1,0,0,0
48968,128,6,30,0
48969,101,0,0,0
48970,1,0,0,0
48971,1,1,0,0
48972,1,0,0,0
48973,13,0,0,0
48974,1,0,0,0
48975,1,0,0,0
48976,1,0,0,0
48977,106,2,2,0
48978,101,0,0,0
48979,8,0,0,0
48980,6,1,0,0
48981,1,0,0,0
48982,101,1,0,0
48983,101,0,1,0
48984,1,0,0,0
48985,18,7,0,0
48986,1,0,0,0
48987,1,1,0,0
48988,1,1,0,0
48989,101,0,0,0
48990,101,0,1,0
48991,1,0,0,0
48992,1,0,0,0
48993,1,0,0,0
48994,21,1,0,0
48995,1,0,0,0
48996,11,1,0,0
48997,1,0,0,0
48998,1,0,0,0
48999,11,1,0,0
49000,101,2,0,0
49001,101,0,0,0
49002,101,0,0,0
49003,11,1,0,0
49004,1,0,0,0
49005,1,0,0,0
49006,1,0,0,0
49007,1,0,0,0
49008,36,2,0,0
49009,1,0,0,0
49010,13,3,0,0
49011,1,0,0,0
49012,111,1,1,0
49013,1,0,0,0
49014,1,0,0,0
49015,1,0,0,0
49016,11,1,0,0
49017,1,0,0,0
49018,1,0,0,0
49019,1,0,0,0
49020,1,0,0,0
49021,6,0,0,0
49022,1,0,0,0
49023,1,1,0,0
49024,101,0,2,0
49025,101,0,1,0
49026,111,1,1,0
49027,6,0,0,0
49028,1,0,0,0
49029,1,0,0,0
49030,41,0,1,0
49031,1,0,0,0
49032,6,0,0,0
49033,1,0,0,0
49034,38,20,6,0
49035,1,0,0,0
49036,1,0,0,0
49037,11,0,0,0
49038,6,0,0,0
49039,1,0,0,0
49040,1,0,0,0
49041,1,0,0,0
49042,16,13,0,0
49043,1,0,0,0
49044,1,0,0,0
49045,1,1,0,0
49046,1,0,0,0
49047,1,0,0,0
49048,1,0,0,0
49049,1,0,0,0
49050,101,0,3,0
49051,101,0,0,0
49052,1,0,0,0
49053,1,0,0,0
49054,36,2,0,0
49055,101,2,0,0
49056,1,0,0,0
49057,1,0,0,0
49058,1,0,0,0
49059,1,0,0,0
49060,16,0,0,0
49061,1,0,0,0
49062,1,0,0,0
49063,1,0,0,0
49064,11,0,0,0
49065,101,0,0,0
49066,16,0,0,0
49067,1,0,0,0
49068,1,0,0,0
49069,1,0,0,0
49070,1,0,0,0
49071,3,2,0,0
49072,21,1,1,0
49073,1,0,0,0
49074,1,0,0,0
49075,3,0,0,0
49076,8,0,0,0
49077,6,0,0,0
49078,1,0,0,0
49079,1,0,0,0
49080,1,0,0,0
49081,1,0,0,0
49082,1,0,0,0
49083,1,0,0,0
49084,1,0,0,0
49085,1,7,0,0
49086,8,0,0,0
49087,1,0,0,0
49088,6,0,0,0
49089,1,1,0,0
49090,125,4,0,0
49091,1,0,0,0
49092,6,4,0,0
49093,51,12,1,0
49094,1,0,0,0
49095,6,2,0,0
49096,1,0,0,0
49097,101,0,11,0
49098,1,0,0,0
49099,1,0,0,0
49100,28,0,0,0
49101,1,0,0,0
49102,1,0,0,0
49103,21,0,0,0
49104,1,1,0,0
49105,103,0,0,0
49106,1,0,0,0
49107,1,0,0,0
49108,101,0,0,0
49109,1,0,0,0
49110,1,0,0,0
49111,1,0,0,0
49112,1,0,0,0
49113,101,0,0,0
49114,6,1,0,0
49115,21,0,0,0
49116,1,0,0,0
49117,1,0,0,0
49118,1,0,0,0
49119,1,0,0,0
49120,1,0,0,0
49121,6,3,0,0
49122,106,0,2,0
49123,6,0,0,0
49124,1,0,0,0
49125,101,0,1,0
49126,1,0,0,0
49127,1,0,0,0
49128,1,0,0,0
49129,1,0,0,0
49130,396,11,36,0
49131,1,0,0,0
49132,21,0,0,0
49133,6,1,0,0
49134,101,0,0,0
49135,11,0,0,0
49136,1,0,0,0
49137,211,27,0,0
49138,6,0,0,0
49139,1,0,0,0
49140,6,1,0,0
49141,1,0,0,0
49142,1,0,0,0
49143,1,0,0,0
49144,101,0,0,0
49145,8,1,0,0
49146,1,0,0,0
49147,16,2,0,0
49148,1,0,0,0
49149,1,0,0,0
49150,1,0,0,0
49151,101,0,0,0
49152,101,0,1,0
49153,1,0,0,0
49154,1,0,0,0
49155,1,0,0,0
49156,1,0,0,0
49157,6,0,0,0
49158,1,0,0,0
49159,1,1,0,0
49160,1,0,0,0
49161,20,0,0,0
49162,1,1,0,0
49163,1,0,0,0
49164,1,0,0,0
49165,101,1,2,0
49166,6,0,0,0
49168,1,0,0,0
49169,1,0,0,0
49170,1,0,0,0
49171,108,1,0,0
49172,1,1,0,0
49173,6,1,0,0
49174,8,0,0,0
49175,1,2,0,0
49176,1,1,0,0
49177,101,0,3,0
49178,1,0,0,0
49179,1,0,0,0
49180,101,0,0,0
49181,1,0,0,0
49182,1,0,0,0
49183,1,0,0,0
49184,1,0,0,0
49185,1,1,0,0
49186,1,0,0,0
49187,1,1,0,0
49188,1,1,0,0
49189,1,0,0,0
49190,1,0,0,0
49191,1,0,0,0
49192,1,0,0,0
49193,1,5,0,0
49194,1,0,0,0
49195,16,1,2,0
49196,1,0,0,0
49197,1,0,0,0
49198,1,0,0,0
49199,1,0,0,0
49200,1,0,0,0
49201,1,2,0,0
49202,101,0,0,0
49203,8,1,0,0
49204,1,1,0,0
49205,1,1,0,0
49206,13,0,0,0
49207,11,0,0,0
49208,6,4,0,0
49209,146,0,0,0
49210,1,1,0,0
49211,1,0,0,0
49212,123,5,10,0
49213,1,0,0,0
49214,1,1,0,0
49215,1,0,0,0
49216,1,0,0,0
49217,26,12,0,0
49218,16,0,0,0
49219,1,0,0,0
49220,18,1,0,0
49221,1,0,0,0
49222,11,4,0,0
49223,101,0,1,0
49224,101,0,0,0
49225,1,0,0,0
49226,6,1,0,0
49227,1,1,0,0
49228,1,0,0,0
49229,21,4,3,0
49230,101,0,1,0
49231,1,1,0,0
49232,6,0,0,0
49233,1,0,0,0
49234,1,0,0,0
49235,16,7,1,0
49236,1,0,0,0
49237,1,0,0,0
49238,1,0,0,0
49239,1,0,0,0
49240,101,0,0,0
49241,11,0,0,0
49242,1,0,0,0
49243,1,0,0,0
49244,1,0,0,0
49245,1,0,0,0
49246,101,8,5,0
49247,1,0,0,0
49248,1,0,0,0
49249,1,3,0,0
49250,1,0,0,0
49251,1,0,0,0
49252,1,0,0,0
49253,1,0,0,0
49254,1,1,0,0
49255,1,0,0,0
49256,1,0,0,0
49257,116,2,1,0
49258,101,0,1,0
49259,1,0,0,0
49260,1,1,0,0
49261,1,0,0,0
49262,1,0,0,0
49263,1,0,0,0
49264,1,0,0,0
49265,1,0,0,0
49266,6,1,0,0
49268,1,1,0,0
49269,13,1,0,0
49270,21,0,0,0
49271,28,2,6,0
49272,1,0,0,0
49273,101,0,0,0
49274,6,6,0,0
49275,1,0,0,0
49276,1,0,0,0
49277,6,1,0,0
49278,101,0,0,0
49279,426,41,2,1
49280,1,0,0,0
49281,101,0,0,0
49282,1,0,0,0
49284,1,1,0,0
49285,101,0,0,0
49286,1,4,0,0
49287,6,5,0,0
49288,1,0,0,0
49289,1,0,0,0
49290,106,3,1,0
49292,1,0,0,0
49293,6,0,0,0
49294,1,0,0,0
49295,1,0,0,0
49296,126,6,8,0
49297,1,1,0,0
49298,101,1,4,0
49299,16,3,0,0
49300,1,1,0,0
49301,1,0,0,0
49302,101,0,2,0
49303,1,0,0,0
49304,1,1,0,0
49305,6,2,0,0
49306,1,1,0,0
49307,1,0,0,0
49308,1,0,0,0
49309,101,0,1,0
49310,1,0,0,0
49311,21,0,2,0
49312,1,0,0,0
49313,1,0,0,0
49314,1,2,0,0
49315,1,0,0,0
49316,8,1,0,0
49317,101,0,0,0
49318,1,0,0,0
49319,1,1,0,0
49320,13,3,0,0
49321,101,0,0,0
49322,101,0,0,0
49323,1,0,0,0
49324,1,0,0,0
49325,13,1,0,0
49326,6,0,0,0
49327,6,1,0,0
49328,1,5,0,0
49329,1,0,0,0
49330,1,0,0,0
49331,1,0,0,0
49332,1,8,0,0
49333,1,0,0,0
49334,6,1,0,0
49335,6,0,0,0
49336,1,0,0,0
49337,1,0,0,0
49338,6,1,0,0
49339,1,0,0,0
49340,1,0,0,0
49341,1,0,0,0
49342,1,0,0,0
49343,28,1,1,0
49344,1,0,0,0
49345,1,0,0,0
49346,1,0,0,0
49347,1,0,0,0
49348,1,0,0,0
49349,1,0,0,0
49350,6,1,0,0
49351,1,0,0,0
49352,1,0,0,0
49353,1,0,0,0
49354,1,0,0,0
49355,1,0,0,0
49356,1,0,0,0
49357,1,0,0,0
49358,9,2,0,0
49359,11,4,0,0
49360,1,0,0,0
49361,1,0,0,0
49362,1,0,0,0
49363,1,2,0,0
49364,26,1,0,0
49365,1,0,0,0
49366,6,8,0,0
49367,1,0,0,0
49368,103,1,0,0
49369,1,1,0,0
49370,11,2,0,0
49371,101,1,0,0
49372,1,0,0,0
49373,101,0,0,0
49374,1,0,0,0
49375,1,0,0,0
49376,1,0,0,0
49377,101,0,0,0
49378,1,0,0,0
49379,1,0,0,0
49380,1,0,0,0
49381,1,0,0,0
49382,1,0,0,0
49383,1,0,0,0
49384,1,0,0,0
49385,101,0,0,0
49386,1,1,0,0
49387,1,0,0,0
49388,101,0,0,0
49389,101,0,0,0
49390,1,0,0,0
49391,1,0,0,0
49392,1,0,0,0
49393,6,2,0,0
49394,1,1,0,0
49395,1,0,0,0
49396,101,0,0,0
49397,23,10,2,0
49398,574,40,5,0
49399,1,0,0,0
49400,1,1,0,0
49401,101,0,0,0
49402,1,0,0,0
49403,6,0,0,0
49404,1,0,0,0
49405,1,0,0,0
49406,1,0,0,0
49407,101,0,0,0
49408,1,0,0,0
49409,1,0,0,0
49410,21,1,0,0
49411,1,0,0,0
49412,1,0,0,0
49413,101,1,0,0
49414,1,0,0,0
49415,1,0,0,0
49416,1,0,0,0
49417,11,0,0,0
49418,21,2,0,0
49419,1,0,0,0
49420,1,0,0,0
49421,101,0,1,0
49422,3,0,0,0
49423,1,0,0,0
49424,1,2,0,0
49425,1,0,0,0
49426,6,0,0,0
49427,31,13,44,0
49428,1,1,0,0
49429,1,0,0,0
49430,11,0,0,0
49431,1,0,0,0
49432,1,0,0,0
49433,1,0,0,0
49434,1,0,0,0
49435,1,0,0,0
49436,6,0,0,0
49437,30,2,3,0
49438,1,0,0,0
49439,1,2,0,0
49440,8,0,0,0
49441,21,0,0,0
49442,1,0,0,0
49443,1,0,0,0
49444,1,0,0,0
49445,6,0,0,0
49446,1,1,0,0
49447,11,0,0,0
49448,6,0,0,0
49449,6,0,0,0
49450,1,2,0,0
49451,16,1,0,0
49452,1,0,0,0
49453,13,0,0,0
49454,1,1,0,0
49455,1,1,0,0
49456,1,1,0,0
49457,1,0,0,0
49458,74,7,3,0
49459,1,2,0,0
49460,1,3,0,0
49461,101,0,0,0
49462,1,0,0,0
49463,1,0,0,0
49464,101,0,0,0
49465,1,0,0,0
49466,1,1,0,0
49467,1,0,0,0
49468,3,2,0,0
49469,1,0,0,0
49470,21,0,0,0
49471,28,0,1,0
49472,21,0,0,0
49473,101,1,11,0
49474,1,0,0,0
49475,1,0,0,0
49476,1,0,0,0
49477,6,0,0,0
49478,1,0,0,0
49479,1,0,0,0
49480,101,0,2,0
49481,1,1,0,0
49482,101,0,0,0
49483,1,0,0,0
49484,1,0,0,0
49485,1,2,0,0
49486,101,0,1,0
49487,101,0,0,0
49488,101,0,0,0
49489,1,0,0,0
49491,6,1,0,0
49492,1,0,0,0
49493,1,0,0,0
49494,11,0,0,0
49495,1,0,0,0
49496,6,0,0,0
49497,6,0,0,0
49498,1,0,0,0
49499,1,0,0,0
49500,101,0,3,0
49501,101,0,0,0
49502,1,0,0,0
49503,1,0,0,0
49504,23,1,0,0
49505,1,0,0,0
49506,1,0,0,0
49507,1,0,0,0
49508,101,0,0,0
49509,1,0,0,0
49510,1,0,0,0
49511,1,0,0,0
49512,11,1,0,0
49513,6,0,0,0
49514,1,0,0,0
49515,1,0,0,0
49516,1,1,0,0
49517,1,0,0,0
49518,1,0,0,0
49519,1,2,0,0
49520,6,1,0,0
49521,1,0,0,0
49522,1,0,0,0
49523,6,3,0,0
49524,1,1,0,0
49525,101,0,0,0
49526,11,3,0,0
49527,1,0,0,0
49528,1,1,0,0
49529,101,2,0,0
49530,1,0,0,0
49531,1,0,0,0
49532,1,0,0,0
49533,1,1,0,0
49534,21,3,0,0
49535,6,0,0,0
49536,1,0,0,0
49537,1,0,0,0
49538,106,1,0,0
49539,1,1,0,0
49540,1,0,0,0
49541,6,0,0,0
49542,1,0,0,0
49543,1,0,0,0
49544,1,0,0,0
49545,40,4,0,0
49546,1,0,0,0
49547,1,0,0,0
49548,21,0,0,0
49549,1,0,0,0
49550,6,0,0,0
49551,1,1,0,0
49552,1,0,0,0
49553,101,8,2,0
49554,11,3,0,0
49555,1,1,0,0
49556,1,0,0,0
49557,1,0,0,0
49558,101,0,0,0
49559,1,0,0,0
49560,11,0,0,0
49561,1,1,0,0
49562,1,0,0,0
49563,101,0,0,0
49564,1,0,0,0
49565,1,1,0,0
49566,1,0,0,0
49567,8,9,0,0
49568,1,1,0,0
49569,1,0,0,0
49570,1,0,0,0
49571,1,0,0,0
49572,101,0,1,0
49573,1,1,0,0
49574,1,0,0,0
49575,1,5,0,0
49576,28,5,0,0
49577,101,0,0,0
49578,1,0,0,0
49579,1,0,0,0
49580,1,0,0,0
49581,101,0,1,0
49582,1,0,0,0
49583,18,2,1,0
49584,1,0,0,0
49585,113,5,2,0
49586,1,0,0,0
49587,8,1,0,0
49588,1,0,0,0
49589,1,0,0,0
49590,101,0,7,0
49591,6,0,0,0
49592,1,0,0,0
49593,21,2,1,0
49594,1,0,0,0
49595,1,0,0,0
49596,1,0,0,0
49597,1,0,0,0
49598,21,0,1,0
49599,13,2,0,0
49600,101,0,2,0
49602,1,0,0,0
49603,11,11,0,0
49604,11,0,0,0
49605,1,0,0,0
49606,1,0,0,0
49607,101,0,1,0
49608,1,0,0,0
49609,11,0,0,0
49610,1,0,0,0
49611,118,1,1,0
49612,1,0,0,0
49613,1,0,0,0
49614,1,0,0,0
49615,1,1,0,0
49616,1,0,0,0
49617,101,0,5,0
49618,1,0,0,0
49619,13,0,0,0
49620,1,0,0,0
49621,1,0,0,0
49622,1,0,0,0
49623,101,0,1,0
49624,1,0,0,0
49625,1,1,0,0
49626,6,0,0,0
49627,1,0,0,0
49628,1,0,0,0
49629,1,0,0,0
49630,21,0,0,0
49631,1,1,0,0
49632,1,0,0,0
49633,1,1,0,0
49634,1,0,0,0
49635,101,0,0,0
49636,1,0,0,0
49637,6,0,0,0
49638,11,0,0,0
49639,1,0,0,0
49640,101,0,0,0
49641,1,0,0,0
49642,1,0,0,0
49643,118,3,1,0
49644,26,0,0,0
49645,1,0,0,0
49646,31,1,2,0
49647,175,38,12,1
49648,1,0,0,0
49649,1,0,0,0
49650,1,2,0,0
49651,1,0,0,0
49652,1,0,0,0
49653,11,1,0,0
49654,1,0,0,0
49655,6,0,0,0
49656,1,0,0,0
49657,1,0,0,0
49658,1,0,0,0
49659,1,0,0,0
49660,1,0,0,0
49661,1,0,0,0
49662,21,0,0,0
49663,1,0,0,0
49664,1,0,0,0
49665,1,0,0,0
49666,1,0,0,0
49667,1,0,0,0
49668,1,0,0,0
49669,1,0,0,0
49670,1,0,0,0
49671,1,0,0,0
49672,1,0,0,0
49673,1,0,0,0
49674,122,1,75,0
49675,1,0,0,0
49676,101,0,0,0
49677,85,4,2,0
49678,28,1,1,0
49679,1,0,0,0
49680,1,0,0,0
49681,1,0,0,0
49682,1,0,0,0
49683,1,0,0,0
49684,1,0,0,0
49685,1,0,0,0
49686,4,6,0,0
49687,1,0,0,0
49688,1,0,0,0
49689,1,1,0,0
49690,128,0,4,0
49691,1,0,0,0
49692,1,0,0,0
49693,1,0,0,0
49694,1,0,0,0
49695,1,0,0,0
49696,1,0,0,0
49697,1,0,0,0
49698,1,0,0,0
49699,131,1,2,0
49700,1,0,0,0
49701,101,0,0,0
49702,1,0,0,0
49703,1,0,0,0
49704,101,3,1,0
49705,1,0,0,0
49706,1,0,0,0
49707,1,0,0,0
49708,1,2,0,0
49709,23,0,0,0
49710,1,0,0,0
49711,6,0,0,0
49712,101,2,0,0
49713,1,0,0,0
49714,1,0,0,0
49715,1,0,0,0
49716,23,2,0,0
49717,1,0,0,0
49718,1,0,0,0
49719,101,0,3,0
49720,21,1,0,0
49721,1,0,0,0
49722,6,3,0,0
49723,1,0,0,0
49724,1,0,0,0
49725,1,0,0,0
49726,101,1,1,0
49727,1,0,0,0
49728,1,0,0,0
49729,1,0,0,0
49730,1,0,0,0
49731,1,0,0,0
49732,101,0,0,0
49733,1,0,0,0
49734,1,0,0,0
49735,1,0,0,0
49736,1,0,0,0
49737,1,0,0,0
49738,1,0,0,0
49739,101,1,0,0
49740,101,0,0,0
49741,1,0,0,0
49742,1,0,0,0
49743,101,2,0,0
49744,1,0,0,0
49745,6,0,0,0
49746,11,2,0,0
49747,26,0,0,0
49748,1,0,0,0
49749,1,0,0,0
49750,1,0,0,0
49751,1,0,0,0
49752,16,1,0,0
49753,1,0,0,0
49754,101,0,2,0
49755,6,0,0,0
49756,1,0,0,0
49757,1,0,0,0
49758,101,0,0,0
49759,1,1,0,0
49760,1,0,0,0
49761,1,0,0,0
49762,1,0,0,0
49763,1,0,0,0
49764,111,0,0,0
49765,1,0,0,0
49766,1,0,0,0
49767,1,0,0,0
49768,1,0,0,0
49769,1,0,0,0
49770,1,0,0,0
49771,101,0,0,0
49772,1,0,0,0
49773,101,0,2,0
49774,1,0,0,0
49775,1,0,0,0
49776,1,0,0,0
49777,8,0,0,0
49778,13,1,0,0
49779,111,0,0,0
49780,6,1,0,0
49781,1,0,0,0
49782,1,0,0,0
49783,1,0,0,0
49784,1,0,0,0
49785,101,0,0,0
49786,1,0,0,0
49787,16,0,0,0
49788,1,0,0,0
49789,6,0,0,0
49790,4,3,0,0
49791,1,0,0,0
49792,11,0,0,0
49793,40,18,4,0
49794,1,0,0,0
49795,101,0,0,0
49796,1,0,0,0
49797,1,0,0,0
49798,1,0,0,0
49799,31,2,0,0
49800,1,0,0,0
49801,1,0,0,0
49802,101,0,0,0
49803,16,0,2,0
49804,6,0,0,0
49805,1,0,0,0
49806,1,0,0,0
49807,11,0,0,0
49808,1,0,0,0
49809,1,0,0,0
49810,1,0,0,0
49811,49,11,0,0
49812,1,1,0,0
49813,1,0,0,0
49814,16,2,0,0
49815,121,1,0,0
49816,1,0,0,0
49817,1,0,0,0
49818,6,0,0,0
49819,1,1,0,0
49820,1,0,0,0
49821,101,0,0,0
49822,1,0,0,0
49823,23,0,2,0
49824,101,0,0,0
49825,6,0,0,0
49826,1,0,0,0
49827,6,3,0,0
49828,1,0,0,0
49829,1,0,0,0
49830,1,0,0,0
49831,1,0,0,0
49832,1,0,0,0
49833,101,0,5,0
49834,1,0,0,0
49835,1,0,0,0
50834,13,0,0,0
50835,23,1,0,0
50836,1,0,0,0
51836,101,0,0,0
51837,101,0,2,0
51838,3,5,0,0
51839,1,0,0,0
51840,18,0,0,0
51841,1,0,0,0
51842,13,0,0,0
51843,101,0,0,0
51844,1,0,0,0
51845,1,0,0,0
51846,1,0,0,0
51847,101,0,0,0
51848,1,10,0,0
51849,26,1,0,0
51850,1,0,0,0
51851,1,1,0,0
51852,1,0,0,0
51853,1,0,0,0
51855,1,0,0,0
51856,1,0,0,0
51857,101,0,0,0
51858,1,0,0,0
51859,1,0,0,0
51860,1,0,0,0
51861,15,6,0,0
51862,1,0,0,0
51863,1,0,0,0
51864,1,0,0,0
51865,1,0,0,0
51866,1,0,0,0
51867,101,3,0,0
51868,1,0,0,0
51869,1,0,0,0
51870,43,1,0,0
51871,1,0,0,0
51872,111,0,0,0
51873,1,0,0,0
51874,1,1,0,0
51875,101,0,0,0
51876,1,0,0,0
51878,26,3,0,0
51879,18,2,1,0
51880,1,0,0,0
51881,1,0,0,0
51882,101,0,2,0
51883,18,0,0,0
51884,1,0,0,0
51885,8,0,0,0
51886,16,0,0,0
51887,1,6,0,0
51888,11,1,0,0
51889,1,0,0,0
51890,1,1,0,0
51891,101,0,0,0
51892,1,0,0,0
51893,11,1,0,0
51894,1,0,0,0
51895,26,38,0,0
51896,1,0,0,0
51897,101,0,0,0
51898,101,0,0,0
51899,1,0,0,0
51900,101,0,1,0
51901,1,0,0,0
51902,8,10,0,0
51903,1,0,0,0
51904,101,0,0,0
51905,1,0,0,0
51906,1,0,0,0
51907,1,0,0,0
51908,76,7,1,0
51909,111,0,0,0
51910,1,0,0,0
51911,1,0,0,0
51912,1,0,0,0
51913,1,0,0,0
51914,1,3,0,0
51915,1,0,0,0
51916,1,0,0,0
51917,1,0,0,0
51918,1,0,0,0
51919,1,0,0,0
51921,1,0,0,0
51922,28,0,1,0
51923,1,0,0,0
51924,6,0,0,0
51925,6,0,0,0
51926,21,0,0,0
51927,108,0,1,0
51928,6,0,0,0
51929,36,0,0,0
51930,1,1,0,0
51931,86,6,2,0
51932,1,1,0,0
51933,1,0,0,0
51934,1,0,0,0
51935,146,4,3,0
51936,1,0,0,0
51937,1,1,0,0
51938,101,0,1,0
51939,1,0,0,0
51940,1,0,0,0
51941,1,1,0,0
51942,1,0,0,0
51943,8,2,0,0
51944,1,0,0,0
51945,72,1,6,0
51946,101,0,0,0
51947,106,1,0,0
51948,1,0,0,0
51949,6,0,0,0
51950,1,0,0,0
51951,1,0,0,0
51952,8,0,0,0
51953,1,0,0,0
51954,111,8,0,0
51955,101,0,0,0
51956,1,0,0,0
51957,11,0,0,0
51958,1,0,0,0
51959,1,0,0,0
51960,121,0,0,0
51961,1,0,0,0
51962,1,1,0,0
51963,1,0,0,0
51964,11,1,0,0
51965,1,0,0,0
51966,23,3,0,0
51967,1,0,0,0
51968,11,0,0,0
51969,1,0,0,0
51970,26,1,0,0
51971,6,0,0,0
51972,30,10,6,0
51973,1,1,0,0
51974,1,0,0,0
51975,1,0,0,0
51976,1,0,0,0
51977,1,0,0,0
51978,1,1,0,0
51979,1,0,0,0
51980,101,0,1,0
51981,1,0,0,0
51982,101,1,1,0
51983,101,0,0,0
51984,1,1,0,0
51985,1,0,0,0
51986,16,19,0,0
51987,16,1,0,0
51988,1,0,0,0
51989,1,0,0,0
51990,1,0,0,0
51991,11,1,0,0
51992,13,7,0,0
51993,101,1,0,0
51994,1,0,0,0
51995,1,0,0,0
51997,101,1,0,0
51998,11,0,0,0
51999,1,0,0,0
52000,6,2,0,0
52001,12,1,0,0
52002,101,0,0,0
52003,101,0,0,0
52004,106,0,0,0
52005,1,1,0,0
52006,101,0,0,0
52007,6,1,0,0
52008,1,0,0,0
52009,1,0,0,0
52010,1,0,0,0
52011,113,3,2,0
52012,1,0,0,0
52013,1,1,0,0
52014,1,0,0,0
52015,1,0,0,0
52016,34,1,0,0
52017,1,0,0,0
52018,11,1,0,0
52019,1,0,0,0
52020,51,17,10,0
52021,1,0,0,0
52022,346,14,9,0
52023,1,0,0,0
52024,6,2,0,0
52025,1,0,0,0
52026,108,0,2,0
52027,1,0,0,0
52028,101,0,0,0
52029,1,0,0,0
52030,1,0,0,0
52031,1,0,0,0
52032,1,0,0,0
52033,1,0,0,0
52034,1,0,0,0
52035,16,1,0,0
52036,1,0,0,0
52037,1,0,0,0
52038,6,0,0,0
52039,1,0,0,0
52040,6,0,0,0
52041,11,2,0,0
52042,111,0,0,0
52043,1,0,0,0
52044,1,0,0,0
52045,1,0,0,0
52046,1,0,0,0
52047,6,0,0,0
52048,1,0,0,0
52049,1,0,0,0
52050,41,1,0,0
52051,1,0,0,0
52052,1,0,0,0
52053,1,0,0,0
