,userId,Reputation,Views,UpVotes,DownVotes,PostTypeId,Score,ViewCount,CommentCount,Outlier
3865,6033,101,1,1,0,1,8,2462,2,ViewCount
3871,6042,123,15,1,0,1,3,620,4,ViewCount
3873,6044,101,2,0,0,1,0,1133,9,ViewCount
3877,6050,34,2,0,0,1,6,2432,3,ViewCount
3883,6056,83,12,0,0,1,3,652,0,ViewCount
3891,6067,131,2,11,0,1,21,8592,4,ViewCount
3896,6074,126,6,1,0,1,10,6392,5,ViewCount
3899,6081,26,5,0,0,1,5,2646,0,ViewCount
3913,6104,13,10,0,0,1,4,4122,6,ViewCount
3925,6119,1,0,0,0,1,6,1025,1,ViewCount
3931,6127,101,5,1,0,1,28,9926,1,ViewCount
3943,6139,16,23,0,0,1,7,1008,1,ViewCount
3945,6141,56,1,7,0,1,3,1971,0,ViewCount
3946,6142,140,5,4,0,1,1,1064,0,ViewCount
3949,6146,169,13,3,0,1,4,626,0,ViewCount
3952,6152,101,11,0,0,1,4,1386,0,ViewCount
3955,6155,36,9,0,0,1,13,7619,3,ViewCount
3960,6163,1,0,0,0,1,3,1317,2,ViewCount
3962,6169,436,24,74,0,1,7,627,1,ViewCount
3971,6181,16,3,0,0,1,2,4051,1,ViewCount
3975,6187,16,7,0,0,1,5,9178,0,ViewCount
3977,6189,66,2,0,0,1,7,17403,1,ViewCount
3988,6206,307,22,57,2,1,6,2700,0,ViewCount
3992,6214,101,0,0,0,1,11,2218,0,ViewCount
3995,6219,101,0,0,0,1,2,2232,3,ViewCount
3999,6224,1,3,0,0,1,4,1739,6,ViewCount
4000,6225,31,5,0,0,1,18,3899,3,ViewCount
4006,6232,101,0,0,0,1,4,756,2,ViewCount
4008,6234,1,0,0,0,1,15,3100,1,ViewCount
4013,6239,11,0,0,0,1,8,2503,0,ViewCount
4030,6265,6,3,0,0,1,3,1735,3,ViewCount
4042,6281,138,51,3,0,1,2,2450,1,ViewCount
4055,6298,2,5,0,0,1,22,3093,4,ViewCount
4058,6302,16,2,0,0,1,6,1640,5,ViewCount
4060,6304,16,0,0,0,1,11,943,2,ViewCount
4062,6306,101,0,1,0,1,23,684,4,ViewCount
4064,6308,1,2,0,0,1,17,1870,1,ViewCount
4065,6309,126,3,0,0,1,10,3495,0,ViewCount
4069,6314,101,3,2,0,1,14,920,5,ViewCount
4071,6318,16,6,0,0,1,11,713,8,ViewCount
4081,6329,624,44,91,0,1,6,1734,0,ViewCount
4082,6330,16,0,0,0,1,11,6101,0,ViewCount
4091,6342,101,1,4,0,1,4,1796,3,ViewCount
4098,6353,1,0,0,0,1,5,10329,3,ViewCount
4100,6355,292,39,3,0,1,2,648,1,ViewCount
4103,6358,20,3,1,0,1,7,1141,0,ViewCount
4109,6364,101,0,0,0,1,6,5988,5,ViewCount
4113,6368,101,4,3,0,1,3,1035,0,ViewCount
4124,6380,1,0,0,0,1,12,5558,4,ViewCount
4139,6400,101,0,2,0,1,5,852,5,ViewCount
4147,6410,9,0,0,0,1,7,742,2,ViewCount
4149,6412,182,28,13,0,1,3,812,4,ViewCount
4157,6421,1,0,0,0,1,29,1806,5,ViewCount
4178,6448,1,0,0,0,1,6,767,1,ViewCount
4181,6453,138,4,3,0,1,5,739,1,ViewCount
4182,6454,118,14,79,0,1,3,1652,0,ViewCount
4193,6469,121,10,0,0,1,9,3110,0,ViewCount
4197,6473,101,2,0,0,1,3,776,0,ViewCount
4199,6475,128,3,3,0,1,3,3165,3,ViewCount
4201,6477,101,0,0,0,1,8,10517,0,ViewCount
4210,6487,101,0,75,0,1,1,866,0,ViewCount
4215,6493,6,0,0,0,1,15,1172,8,ViewCount
4221,6502,16,3,0,0,1,12,846,0,ViewCount
4224,6505,8,3,0,0,1,11,16486,3,ViewCount
4232,6513,116,1,6,0,1,7,2075,6,ViewCount
4242,6524,111,2,0,0,1,1,633,1,ViewCount
4251,6534,183,32,8,0,1,7,23465,0,ViewCount
4255,6538,56,1,1,0,1,41,2883,6,ViewCount
4257,6540,101,0,1,0,1,1,1191,1,ViewCount
4260,6544,136,8,2,0,1,7,2420,0,ViewCount
4263,6549,11,1,0,0,1,1,677,0,ViewCount
4270,6557,76,0,0,0,1,6,2712,1,ViewCount
4287,6579,506,55,298,0,1,3,697,0,ViewCount
4289,6581,51,0,0,0,1,13,10961,0,ViewCount
4290,6582,1,0,0,0,1,5,1019,2,ViewCount
4303,6599,111,7,0,0,1,8,936,1,ViewCount
4305,6601,21,1,0,0,1,29,2897,6,ViewCount
4308,6604,101,0,0,0,1,3,4171,0,ViewCount
4312,6609,175,12,6,0,1,6,1010,1,ViewCount
4325,6624,190,16,11,0,1,6,700,0,ViewCount
4328,6630,117,10,0,0,1,9,621,1,ViewCount
4333,6637,890,61,43,0,1,3,601,0,ViewCount
4334,6638,1,0,0,0,1,4,704,0,ViewCount
4348,6652,1,1,0,0,1,42,4021,8,ViewCount
4349,6653,11,3,0,0,1,16,972,3,ViewCount
4351,6655,41,0,0,0,1,7,1965,2,ViewCount
4354,6658,101,4,27,0,1,3,3531,1,ViewCount
4355,6660,13,2,0,0,1,8,896,1,ViewCount
4356,6664,300,11,26,0,1,7,1337,0,ViewCount
4362,6670,56,9,2,0,1,6,1588,1,ViewCount
4375,6684,6,2,0,0,1,2,3053,3,ViewCount
4377,6688,11,1,0,0,1,8,631,1,ViewCount
4388,6702,101,6,0,0,1,7,1577,2,ViewCount
4391,6705,6,2,0,0,1,6,676,0,ViewCount
4402,6720,273,18,3,0,1,6,1066,1,ViewCount
4405,6723,821,98,32,2,1,4,2873,5,ViewCount
4410,6728,1,1,0,0,1,18,4716,0,ViewCount
4413,6731,63,3,0,0,1,7,1652,0,ViewCount
4415,6734,1,1,0,0,1,8,2521,1,ViewCount
4420,6740,93,5,1,0,1,5,616,0,ViewCount
4432,6753,1,0,0,0,1,5,1290,9,ViewCount
4434,6758,6,0,0,0,1,6,2638,3,ViewCount
4435,6759,101,4,1,0,1,12,29151,0,ViewCount
4443,6770,31,2,0,0,1,4,1566,6,ViewCount
4445,6773,1,0,0,0,1,4,690,0,ViewCount
4450,6779,16,6,0,0,1,6,1031,0,ViewCount
4460,6791,101,0,0,0,1,6,4209,3,ViewCount
4462,6794,101,0,0,0,1,12,1317,3,ViewCount
4463,6795,101,0,0,0,1,8,854,11,ViewCount
4474,6806,101,0,0,0,1,3,1563,2,ViewCount
4477,6809,101,0,0,0,1,9,1286,2,ViewCount
4482,6814,80,19,40,2,1,9,2823,5,ViewCount
4490,6824,101,0,2,0,1,7,2744,0,ViewCount
4493,6827,180,21,3,0,1,4,2417,1,ViewCount
4501,6835,116,3,0,0,1,0,765,3,ViewCount
4506,6841,1,0,0,0,1,4,652,10,ViewCount
4514,6852,128,5,0,0,1,0,1009,0,ViewCount
4515,6853,108,5,1,0,1,6,4000,2,ViewCount
4517,6856,36,2,0,0,1,15,1716,2,ViewCount
4519,6860,6,5,0,0,1,1,1267,0,ViewCount
4525,6867,230,16,34,0,1,1,1030,1,ViewCount
4528,6870,101,0,0,0,1,5,1198,1,ViewCount
4532,6874,1,0,0,0,1,9,1298,0,ViewCount
4534,6876,1,0,0,0,1,6,851,7,ViewCount
4540,6883,1,0,0,0,1,1,1490,1,ViewCount
4547,6890,118,3,2,0,1,4,3418,0,ViewCount
4553,6896,41,2,0,0,1,10,965,15,ViewCount
4560,6907,18,5,1,0,1,18,2152,2,ViewCount
4564,6912,1,2,0,0,1,8,1626,0,ViewCount
4565,6913,101,0,0,0,1,11,1340,6,ViewCount
4571,6920,1299,385,165,2,1,23,2914,1,ViewCount
4588,6939,11,1,0,0,1,1,677,6,ViewCount
4589,6940,1,0,0,0,1,7,2502,3,ViewCount
4592,6943,101,0,2,0,1,6,7913,0,ViewCount
4595,6946,252,29,34,1,1,6,1137,6,ViewCount
4604,6956,1,1,0,0,1,1,942,0,ViewCount
4606,6958,14,0,0,0,1,6,2491,0,ViewCount
4613,6966,101,0,2,0,1,33,2901,4,ViewCount
4635,6989,101,0,0,0,1,18,4877,0,ViewCount
4645,7004,11,2,0,0,1,9,4077,1,ViewCount
4647,7007,101,2,0,0,1,3,992,1,ViewCount
4654,7015,141,14,1,0,1,2,1017,0,ViewCount
4656,7022,1,1,0,0,1,2,1026,6,ViewCount
4658,7029,101,0,0,0,1,21,966,5,ViewCount
4664,7036,1,0,0,0,1,4,1249,0,ViewCount
4668,7040,168,10,1,0,1,3,3463,2,ViewCount
4672,7045,78,6,17,0,1,2,1552,6,ViewCount
4674,7047,101,0,0,0,1,2,617,2,ViewCount
4675,7048,99,2,0,0,1,14,769,1,ViewCount
4676,7049,110,0,0,0,1,8,2475,3,ViewCount
4682,7057,101,0,1,0,1,8,4014,4,ViewCount
4692,7070,101,1,0,0,1,10,8585,0,ViewCount
4695,7074,101,0,0,0,1,2,1178,4,ViewCount
4699,7079,1,1,0,0,1,7,10598,0,ViewCount
4703,7084,1,0,0,0,1,2,1230,5,ViewCount
4706,7089,16,3,0,0,1,4,2016,0,ViewCount
4714,7100,11,3,0,0,1,6,1119,0,ViewCount
4715,7101,101,3,0,0,1,3,969,1,ViewCount
4722,7110,101,0,0,0,1,17,6113,1,ViewCount
4723,7111,101,0,3,0,1,9,2365,0,ViewCount
4724,7112,41,10,0,0,1,14,6973,3,ViewCount
4739,7129,1,0,0,0,1,4,2163,2,ViewCount
4742,7132,101,0,3,0,1,4,1429,0,ViewCount
4752,7146,145,27,22,0,1,11,967,10,ViewCount
4758,7152,1,0,0,0,1,2,3100,3,ViewCount
4760,7155,46,0,0,0,1,33,3251,4,ViewCount
4761,7156,11,3,0,0,1,4,753,6,ViewCount
4775,7173,1,2,0,0,1,2,2111,4,ViewCount
4777,7175,101,1,2,0,1,9,2305,2,ViewCount
4781,7180,131,2,2,0,1,8,2558,0,ViewCount
4794,7197,1,1,0,0,1,3,814,1,ViewCount
4797,7200,101,2,0,0,1,10,1622,0,ViewCount
4799,7202,141,2,0,0,1,2,3598,0,ViewCount
4803,7207,101,1,0,0,1,24,4214,1,ViewCount
4804,7208,1,2,0,0,1,7,1159,6,ViewCount
4812,7218,21,3,0,0,1,7,712,5,ViewCount
4815,7223,4,0,0,0,1,9,677,1,ViewCount
4816,7224,5430,1604,463,63,1,89,13094,10,ViewCount
4817,7225,13,0,0,0,1,12,2983,8,ViewCount
4823,7233,1,0,0,0,1,0,820,2,ViewCount
4827,7238,16,3,0,0,1,3,907,1,ViewCount
4828,7239,29,9,0,0,1,1,966,1,ViewCount
4829,7240,6,0,0,0,1,7,3077,1,ViewCount
4832,7244,832,80,47,2,1,6,1818,0,ViewCount
4836,7249,21,6,0,0,1,5,906,0,ViewCount
4837,7250,6216,338,625,56,1,6,4159,2,ViewCount
4844,7259,429,32,14,0,1,4,1434,3,ViewCount
4846,7261,168,25,3,0,1,14,8861,1,ViewCount
4851,7268,123,3,0,0,1,9,8236,4,ViewCount
4853,7270,101,0,1,0,1,9,1048,3,ViewCount
4854,7271,101,1,4,0,1,4,677,0,ViewCount
4860,7278,125,4,3,0,1,3,2161,4,ViewCount
4861,7279,51,7,0,0,1,11,2326,0,ViewCount
4867,7286,101,2,0,0,1,9,1130,4,ViewCount
4873,7292,208,7,2,1,1,9,740,0,ViewCount
4885,7307,11,6,0,0,1,9,5287,3,ViewCount
4886,7308,66,6,0,0,1,12,657,9,ViewCount
4889,7314,21,4,0,0,1,2,734,2,ViewCount
4891,7316,13,2,0,0,1,3,4171,1,ViewCount
4893,7318,1,0,0,0,1,5,2904,5,ViewCount
4911,7344,130,15,13,0,1,5,3407,2,ViewCount
4913,7348,101,0,0,0,1,13,2931,2,ViewCount
4915,7351,1,0,0,0,1,31,3228,1,ViewCount
4921,7357,11,3,0,0,1,16,2435,0,ViewCount
4922,7358,1,0,0,0,1,16,4065,1,ViewCount
4925,7362,191,13,6,1,1,2,1343,2,ViewCount
4936,7376,1,1,0,0,1,9,2747,5,ViewCount
4945,7385,1,0,0,0,1,12,2029,0,ViewCount
4948,7389,6,1,0,0,1,6,1105,6,ViewCount
4957,7400,1,0,0,0,1,9,7720,1,ViewCount
4958,7402,102,6,0,0,1,5,5333,2,ViewCount
4967,7415,1,3,0,0,1,5,5315,0,ViewCount
4971,7419,260,63,97,0,1,7,706,0,ViewCount
4976,7426,4,2,0,0,1,2,2759,0,ViewCount
4977,7429,126,20,4,0,1,1,2036,1,ViewCount
4978,7432,131,8,5,0,1,3,3777,1,ViewCount
4982,7439,1,2,0,0,1,18,12299,4,ViewCount
4983,7440,101,0,0,0,1,7,7274,4,ViewCount
4990,7450,173,12,6,0,1,7,1834,4,ViewCount
4995,7457,101,4,1,0,1,1,25583,0,ViewCount
5000,7466,21,8,0,0,1,5,637,2,ViewCount
5001,7467,101,0,0,0,1,14,1475,1,ViewCount
5005,7471,113,10,0,0,1,5,1954,0,ViewCount
5007,7475,133,8,12,0,1,1,649,0,ViewCount
5008,7476,101,0,0,0,1,8,724,2,ViewCount
5013,7481,46,11,3,0,1,5,5394,1,ViewCount
5017,7487,1,0,0,0,1,1,1309,2,ViewCount
5026,7497,1668,170,0,0,1,16,1992,1,ViewCount
5035,7508,31,6,0,0,1,11,936,3,ViewCount
5039,7513,108,11,1,0,1,12,9426,0,ViewCount
5040,7515,410,15,104,1,1,11,1143,1,ViewCount
5046,7527,1,0,0,0,1,11,1204,0,ViewCount
5049,7532,1,0,0,0,1,5,7536,0,ViewCount
5052,7535,6,3,0,0,1,13,1040,0,ViewCount
5058,7542,1,0,0,0,1,5,1296,12,ViewCount
5067,7551,106,3,2,0,1,4,2126,3,ViewCount
5068,7554,16,6,0,0,1,3,2751,0,ViewCount
5069,7555,11520,1101,460,11,1,4,2947,4,ViewCount
5072,7559,26,2,0,0,1,5,1052,2,ViewCount
5074,7562,101,1,0,0,1,5,994,0,ViewCount
5087,7579,118,6,0,0,1,7,1267,0,ViewCount
5088,7581,123,2,0,0,1,7,7158,6,ViewCount
5107,7610,121,38,0,0,1,14,3392,2,ViewCount
5108,7611,101,2,0,0,1,3,868,0,ViewCount
5110,7613,1,1,0,0,1,4,618,3,ViewCount
5121,7625,1,0,0,0,1,2,908,0,ViewCount
5125,7630,71,3,0,0,1,8,3162,0,ViewCount
5126,7631,11,1,0,0,1,6,1801,5,ViewCount
5129,7637,1,0,0,0,1,1,605,1,ViewCount
5130,7638,31,0,0,0,1,5,631,0,ViewCount
5140,7648,41,1,0,0,1,4,2174,0,ViewCount
5158,7679,1,2,0,0,1,6,939,0,ViewCount
5162,7683,101,1,1,0,1,10,1492,0,ViewCount
5175,7698,1,1,0,0,1,5,1355,0,ViewCount
5176,7699,23,7,0,0,1,1,825,2,ViewCount
5178,7701,1,0,0,0,1,1,1967,5,ViewCount
5191,7720,8,1,0,0,1,14,8654,5,ViewCount
5193,7723,1,0,0,0,1,1,2573,8,ViewCount
5196,7730,101,2,0,0,1,7,1029,7,ViewCount
5198,7732,31,3,0,0,1,1,1508,7,ViewCount
5199,7734,374,54,8,0,1,20,840,0,ViewCount
5211,7754,11,0,0,0,1,5,6610,6,ViewCount
5212,7757,6,5,0,0,1,7,5197,2,ViewCount
5217,7766,1,0,0,0,1,9,1513,0,ViewCount
5224,7774,6,1,0,0,1,17,994,1,ViewCount
5225,7775,1,0,0,0,1,8,2599,5,ViewCount
5228,7780,123,2,1,0,1,11,811,0,ViewCount
5238,7790,1,0,0,0,1,2,883,4,ViewCount
5241,7795,937,180,128,0,1,4,2143,1,ViewCount
5255,7813,101,0,0,0,1,3,1249,1,ViewCount
5256,7815,1,0,0,0,1,63,5727,3,ViewCount
5263,7825,101,0,0,0,1,8,4887,0,ViewCount
5264,7826,1,0,0,0,1,5,933,2,ViewCount
5267,7829,11,1,0,0,1,6,680,1,ViewCount
5274,7839,101,1,0,0,1,1,638,1,ViewCount
5278,7845,1,0,0,0,1,12,1577,6,ViewCount
5281,7850,1,1,0,0,1,6,2756,1,ViewCount
5300,7876,6,3,0,0,1,7,1125,0,ViewCount
5306,7882,36,20,0,0,1,5,716,0,ViewCount
5308,7884,34,4,2,0,1,11,5931,3,ViewCount
5320,7899,1,6,0,0,1,8,1958,0,ViewCount
5321,7900,165,6,3,0,1,6,974,2,ViewCount
5323,7902,21,4,0,0,1,3,834,2,ViewCount
5324,7903,16,2,0,0,1,21,650,7,ViewCount
5329,7912,126,9,14,0,1,8,2804,6,ViewCount
5332,7915,101,0,0,0,1,5,1164,2,ViewCount
5335,7919,101,0,0,0,1,5,823,7,ViewCount
5338,7923,21,6,3,0,1,2,1358,1,ViewCount
5340,7925,39,11,2,0,1,11,875,3,ViewCount
5344,7929,101,0,0,0,1,7,5105,3,ViewCount
5349,7935,1,0,0,0,1,18,3482,2,ViewCount
5353,7941,26,1,2,0,1,5,2613,1,ViewCount
5358,7946,101,0,0,0,1,3,1885,6,ViewCount
5363,7952,136,8,2,0,1,14,4696,5,ViewCount
5367,7956,101,1,0,0,1,5,3083,0,ViewCount
5369,7959,61,6,0,0,1,12,1199,2,ViewCount
5381,7977,21,2,0,0,1,21,7024,0,ViewCount
5398,7999,48,6,1,0,1,4,2261,3,ViewCount
5399,8000,31,2,0,0,1,19,3585,0,ViewCount
5403,8006,642,129,24,0,1,3,783,0,ViewCount
5409,8013,7972,662,108,6,1,7,621,2,ViewCount
5410,8015,1,2,0,0,1,10,1134,0,ViewCount
5413,8019,101,0,0,0,1,12,4210,0,ViewCount
5414,8021,11,10,0,0,1,7,2196,7,ViewCount
5417,8025,101,3,0,0,1,2,1099,1,ViewCount
5421,8029,11,1,0,0,1,2,1041,6,ViewCount
5424,8033,168,63,5,0,1,4,2290,6,ViewCount
5429,8040,71,4,23,0,1,9,17062,4,ViewCount
5439,8052,1,2,0,0,1,3,1246,0,ViewCount
5442,8055,9,15,0,0,1,11,5812,5,ViewCount
5444,8058,101,1,0,0,1,6,1523,0,ViewCount
5453,8071,37,8,0,0,1,28,143055,2,ViewCount
5454,8072,1,1,0,0,1,3,1046,3,ViewCount
5464,8082,106,5,0,0,1,2,818,0,ViewCount
5465,8083,35,3,2,0,1,1,823,5,ViewCount
5473,8096,101,0,0,0,1,1,2121,2,ViewCount
5480,8104,101,0,0,0,1,10,1524,1,ViewCount
5482,8106,101,0,0,0,1,23,9990,2,ViewCount
5483,8107,16,1,0,0,1,5,7537,0,ViewCount
5490,8114,311,70,26,3,1,6,1306,0,ViewCount
5492,8117,1,0,0,0,1,18,1664,0,ViewCount
5494,8119,1,1,0,0,1,4,841,3,ViewCount
5500,8126,1,0,0,0,1,7,1778,2,ViewCount
5509,8135,11,1,0,0,1,7,2350,2,ViewCount
5511,8137,1047,176,25,2,1,7,5439,7,ViewCount
5516,8143,26,3,0,0,1,0,830,6,ViewCount
5519,8148,111,0,0,0,1,15,2941,0,ViewCount
5521,8151,1,0,0,0,1,3,673,0,ViewCount
5532,8167,1,0,0,0,1,7,713,2,ViewCount
5542,8180,107,8,7,0,1,3,1607,1,ViewCount
5543,8182,11,1,0,0,1,3,762,1,ViewCount
5544,8184,101,1,0,0,1,7,623,14,ViewCount
5545,8185,1,0,0,0,1,5,1366,1,ViewCount
5551,8192,101,1,1,0,1,2,751,0,ViewCount
5555,8196,401,76,189,0,1,13,1189,2,ViewCount
5562,8206,118,1,1,0,1,9,8726,0,ViewCount
5573,8222,1,0,0,0,1,6,1708,1,ViewCount
5576,8225,16,2,0,0,1,66,88129,6,ViewCount
5583,8232,11,1,0,0,1,2,656,6,ViewCount
5587,8237,11,7,0,0,1,12,5220,1,ViewCount
5591,8242,583,78,35,1,1,17,3226,2,ViewCount
5592,8243,11,0,0,0,1,1,967,5,ViewCount
5598,8251,203,11,7,0,1,8,1213,4,ViewCount
5601,8254,103,1,18,0,1,8,1714,0,ViewCount
5607,8261,11,0,0,0,1,5,942,0,ViewCount
5611,8266,63,15,0,0,1,3,864,2,ViewCount
5612,8267,18,1,1,0,1,2,5058,0,ViewCount
5616,8271,101,4,13,0,1,1,4262,3,ViewCount
5617,8273,1,0,0,0,1,7,1649,0,ViewCount
5632,8291,101,0,9,0,1,3,1165,2,ViewCount
5636,8297,113,9,39,0,1,5,785,3,ViewCount
5639,8300,11,6,0,0,1,5,1555,1,ViewCount
5642,8303,1,8,0,0,1,20,7984,4,ViewCount
5645,8306,101,2,0,0,1,8,1707,0,ViewCount
5647,8309,118,1,2,0,1,6,2774,3,ViewCount
5654,8318,101,0,0,0,1,7,3864,3,ViewCount
5657,8321,101,0,0,0,1,4,3906,4,ViewCount
5664,8328,101,0,0,0,1,9,1956,7,ViewCount
5669,8334,1,0,0,0,1,6,927,2,ViewCount
5670,8335,101,5,0,0,1,3,797,0,ViewCount
5675,8340,111,1,0,0,1,1,616,2,ViewCount
5676,8342,101,2,0,0,1,7,1343,0,ViewCount
5678,8344,111,2,0,0,1,4,773,2,ViewCount
5680,8347,40,11,8,0,1,17,2193,16,ViewCount
5694,8371,111,3,0,0,1,5,649,6,ViewCount
5695,8373,2182,378,79,8,1,7,1303,3,ViewCount
5697,8375,6,2,0,0,1,7,1992,4,ViewCount
5699,8377,6,7,0,0,1,6,1002,6,ViewCount
5715,8396,6,0,0,0,1,2,980,0,ViewCount
5718,8399,28,1,0,0,1,3,1018,1,ViewCount
5719,8401,477,17,267,0,1,8,672,9,ViewCount
5722,8405,8,3,0,0,1,1,1988,2,ViewCount
5724,8407,1,2,0,0,1,18,7667,1,ViewCount
5733,8419,51,6,0,0,1,2,1104,1,ViewCount
5740,8428,67,13,0,0,1,6,1948,0,ViewCount
5759,8447,345,31,17,0,1,3,755,6,ViewCount
5765,8455,156,4,13,0,1,10,910,15,ViewCount
5766,8456,1,0,0,0,1,2,3693,2,ViewCount
5776,8466,101,1,0,0,1,1,2072,2,ViewCount
5780,8472,101,4,28,0,1,8,7690,0,ViewCount
5792,8485,391,34,7,0,1,14,2187,3,ViewCount
5794,8487,101,0,20,0,1,11,2328,0,ViewCount
5805,8501,6,1,0,0,1,4,960,0,ViewCount
5808,8504,145,3,0,0,1,4,1640,1,ViewCount
5809,8505,1,0,0,0,1,13,1707,4,ViewCount
5814,8511,23,7,0,0,1,16,12102,4,ViewCount
5815,8513,6,1,0,0,1,7,1429,0,ViewCount
5816,8514,11,5,0,0,1,11,998,5,ViewCount
5817,8515,204,31,21,0,1,5,898,0,ViewCount
5827,8528,185,34,6,0,1,4,1223,5,ViewCount
5849,8557,6,5,0,0,1,7,4043,1,ViewCount
5851,8561,16,3,0,0,1,4,820,1,ViewCount
5857,8572,101,0,0,0,1,12,1263,0,ViewCount
5858,8573,101,0,0,0,1,2,4026,0,ViewCount
5864,8583,11,0,0,0,1,8,2873,0,ViewCount
5869,8590,273,25,18,0,1,10,6014,0,ViewCount
5873,8598,1,0,0,0,1,2,1344,1,ViewCount
5878,8604,1,3,0,0,1,16,4640,2,ViewCount
5879,8605,2526,462,497,15,1,7,8720,0,ViewCount
5887,8614,101,0,0,0,1,1,1190,1,ViewCount
5889,8617,101,0,0,0,1,16,766,1,ViewCount
5896,8625,23,2,0,0,1,6,1799,3,ViewCount
5905,8634,1,1,0,0,1,6,1167,0,ViewCount
5910,8642,101,1,9,0,1,7,1797,1,ViewCount
5917,8649,101,1,0,0,1,9,614,2,ViewCount
5927,8661,121,6,2,0,1,14,14644,0,ViewCount
5928,8662,340,67,17,0,1,10,1227,9,ViewCount
5929,8663,56,5,1,0,1,1,706,4,ViewCount
5930,8664,48,5,0,0,1,2,664,0,ViewCount
5950,8689,3,3,0,0,1,3,1821,3,ViewCount
5953,8692,146,1,6,0,1,1,2871,0,ViewCount
5956,8695,11,2,0,0,1,2,19571,0,ViewCount
5957,8696,26,1,1,0,1,7,985,0,ViewCount
5969,8714,101,0,0,0,1,2,2007,2,ViewCount
5972,8718,111,5,1,0,1,6,2084,1,ViewCount
5981,8729,1,0,0,0,1,4,719,7,ViewCount
5983,8732,101,5,3,0,1,7,1496,1,ViewCount
5984,8733,84,10,2,0,1,2,719,0,ViewCount
5985,8734,101,2,2,0,1,10,1545,9,ViewCount
5992,8742,101,2,0,0,1,1,1209,2,ViewCount
5993,8744,192,13,1,0,1,6,1652,7,ViewCount
5997,8749,6,0,0,0,1,17,708,0,ViewCount
5998,8750,109,30,0,0,1,3,2056,0,ViewCount
6002,8754,133,28,1,0,1,16,1590,1,ViewCount
6003,8755,6,2,0,0,1,5,710,6,ViewCount
6019,8774,1,0,0,0,1,3,744,3,ViewCount
6028,8788,101,0,17,0,1,2,934,0,ViewCount
6035,8797,259,12,6,0,1,2,802,4,ViewCount
6036,8798,101,0,0,0,1,6,799,0,ViewCount
6042,8807,455,48,10,0,1,14,2982,3,ViewCount
6046,8812,114,68,1,0,1,3,764,0,ViewCount
6049,8817,41,3,0,0,1,38,10214,5,ViewCount
6050,8818,1,0,0,0,1,5,862,2,ViewCount
6070,8844,35,7,3,0,1,5,718,0,ViewCount
6072,8846,1,1,0,0,1,4,2038,4,ViewCount
6078,8854,21,5,0,0,1,2,2237,0,ViewCount
6080,8859,101,1,1,0,1,0,1060,3,ViewCount
6088,8868,101,0,0,0,1,8,5869,2,ViewCount
6096,8877,6,1,0,0,1,6,956,2,ViewCount
6101,8883,1,3,0,0,1,3,621,2,ViewCount
6111,8903,151,0,0,0,1,4,1231,0,ViewCount
6116,8911,6,3,0,0,1,3,1951,3,ViewCount
6126,8924,206,22,17,0,1,5,2599,2,ViewCount
6133,8933,1,2,0,0,1,3,1279,0,ViewCount
6153,8955,6,2,0,0,1,8,1490,4,ViewCount
6154,8956,101,0,1,0,1,7,11433,0,ViewCount
6157,8959,1,0,0,0,1,2,18145,3,ViewCount
6158,8960,567,90,147,11,1,7,8285,5,ViewCount
6166,8974,11,2,0,0,1,18,3119,1,ViewCount
6172,8980,113,2,0,0,1,0,2030,2,ViewCount
6185,8997,101,0,1,0,1,3,2422,0,ViewCount
6188,9001,106,3,0,0,1,15,3536,2,ViewCount
6197,9013,1506,46,7,0,1,3,623,4,ViewCount
6199,9016,31,1,0,0,1,14,5696,9,ViewCount
6204,9023,1,1,0,0,1,-2,901,3,ViewCount
6207,9027,18,1,0,0,1,7,668,1,ViewCount
6209,9029,26,6,0,0,1,5,694,4,ViewCount
6215,9036,1,0,0,0,1,3,727,0,ViewCount
6227,9050,61,9,0,0,1,10,1124,0,ViewCount
6230,9053,101,1,0,0,1,14,3290,2,ViewCount
6238,9062,101,1,1,0,1,4,1703,0,ViewCount
6243,9067,1,0,0,0,1,1,1198,5,ViewCount
6244,9068,54,17,22,0,1,7,2253,11,ViewCount
6246,9071,101,0,0,0,1,11,780,0,ViewCount
6258,9085,116,6,4,0,1,17,1671,8,ViewCount
6270,9099,1,0,0,0,1,5,1578,5,ViewCount
6274,9104,1,0,0,0,1,6,3690,3,ViewCount
6275,9105,11,1,0,0,1,14,785,0,ViewCount
6280,9111,1,0,0,0,1,2,1293,1,ViewCount
6283,9116,101,0,0,0,1,0,807,1,ViewCount
6292,9127,16,3,0,0,1,2,1026,0,ViewCount
6295,9131,51,4,0,0,1,9,1442,6,ViewCount
6299,9137,116,3,0,0,1,7,741,2,ViewCount
6311,9155,21,7,0,0,1,8,4335,5,ViewCount
6314,9159,3,2,0,0,1,6,3046,2,ViewCount
6325,9171,328,36,2,0,1,8,17023,4,ViewCount
6328,9182,26,5,0,0,1,3,1520,2,ViewCount
6334,9192,101,0,0,0,1,6,1296,0,ViewCount
6340,9198,1,1,0,0,1,15,1060,0,ViewCount
6344,9202,23,0,0,0,1,26,1601,1,ViewCount
6357,9220,101,0,0,0,1,18,3025,9,ViewCount
6366,9233,713,38,4,0,1,9,2150,2,ViewCount
6370,9240,1,0,0,0,1,9,673,1,ViewCount
6372,9242,11,2,0,0,1,5,27071,2,ViewCount
6382,9253,1076,263,165,5,1,3,852,0,ViewCount
