Id,PostId,Score,Text,CreationDate,UserId,UserDisplayName
931,1049,0,"Welcome -- Nice to see you here, Pat!","2010-07-30 18:35:19",334,NULL
932,949,0,"cool, mostly works, although \\{ is not recognized and \\ldots looks strange","2010-07-30 18:43:31",511,NULL
933,949,0,"mostly worked here on firefox/Linux.  the subscript 1 on x1,...,xd didnt appear as a subscript but the others did.  The issues with formatting are minor, mostly the latex appears higher than other characters in the line.","2010-07-30 19:52:01",87,NULL
934,1051,0,"I understand what you wrote but I am not sure that answers my question. The method you describe and the methods in the linked question in my ps avoid estimating the nuisance parameter on the grounds that the nuisance parameter is not of interest. Such an approach is fine but then without estimating the nuisance parameter we cannot construct a confidence interval for this parameter. Thus, the sentence in the wiki makes sense only if we estimate the nuisance parameter using standard maximum likelihood.","2010-07-30 22:45:06",NULL,user28
935,1051,0,"So my question is: if we estimate the nuisance parameter using maximum likelihood how is its treatment any different than estimating any other parameter. By the way there seems to be a typo in your eqns as the second term f(z|-) should not depend on theta, right?","2010-07-30 22:47:15",NULL,user28
937,1051,0,"The equation looks right to me -- I hope I'm not having a blind moment staring at the screen here.  In each case, we have one component that depends on theta and the other (nuisance) component may or may not.  The crucial point is that we must find a transformation that isolates theta to *some* extent to obtain either a marginal or conditional.  When we can't, we must work with profile and other estimated likelihoods.  We could argue that ML is losing information, but that's another question entirely.  Still, perhaps this sheds light on the differences?","2010-07-30 23:33:50",251,NULL
939,934,0,"Well, for a loss function characterization of k-means nearest neighbor, see the relevant subsection (2.5) of this paper: http://www.hpl.hp.com/conferences/icml2003/papers/21.pdf","2010-07-30 23:41:56",39,NULL
940,628,0,"Note that the last definition here is an *Integrated* (or Bayesian) Likelihood, not a Marginal Likelihood.","2010-07-31 00:09:58",251,NULL
941,628,0,"Is this correct in the RHS for partial likelihood: "L2(θ|theta)"?","2010-07-31 00:13:14",461,NULL
942,628,0,"oops. Thanks for spotting the typo. Fixed it now.","2010-07-31 00:34:57",NULL,user28
943,728,0,"It has actually led to very interesting articles... :)","2010-07-31 01:07:04",253,NULL
944,1053,2,"community wiki please. Your question does not have an 'objective best' answer.","2010-07-31 02:04:28",NULL,user28
946,1055,1,"Correlation is not necessarily linear - Spearman's rho relies on the monotonic function, and yet, we refer to it as a "correlation coefficient", not "mutual information coefficient". And for a good reason: it provides an information about association between two variables. Mutual information, redundant information, mutual variance, correlation - these terms are so similar, and this question refers to _network reconstruction_, so I guess that we ended up in the wrong area with right terminology. This is quite specific question...","2010-07-31 02:26:27",1356,NULL
947,1055,0,"Good point. I've edited my answer to include monotonic relationships. I don't know anything about network reconstruction.","2010-07-31 03:04:58",159,NULL
948,1051,0,"I am not sure how far we should take this discussion as SE is not a good outlet for discussions. I agree with what you said but I am not sure you are addressing the issue I raised. If you use a nuisance free likelihood how can you construct a confidence interval for the nuisance parameter? In any case, I should probably stop here and I will let you have the last comment.","2010-07-31 04:27:08",NULL,user28
949,1015,0,"Is your your probability score identical to what is called the Brier score? (See: http://en.wikipedia.org/wiki/Brier_score)","2010-07-31 04:34:21",NULL,user28
951,1051,0,"Sorry, I wrote we don't estimate the nuisance, let me try again with some examples that address it.  Partial likelihood just discards information about the nuisance.  Profile replaces it with the MLE at fixed theta, but this doesn't account for uncertainty in lambda.  Contrast with the Bayesian and specification of a prior.  I think I get what you're saying that it's just estimation like any other parameter.  But the treatment matters because it's how you account for the uncertainty due to the nuisance which affects the intervals, whether through the posterior or the likelihood.","2010-07-31 04:54:33",251,NULL
952,894,0,"+1 I think this is the nicest/simplest example here.","2010-07-31 05:18:59",251,NULL
953,1019,0,"@Peter, OK, I follow your idea, I have changed the question accordingly.","2010-07-31 06:14:49",223,NULL
954,728,0,"@Tal: Fully agree! I think the whole area on optimal separation in minimax testing is starting from this idea ... and it is still so confused for a lot of statistician. For those interested see the paper of donoho http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.aos/1085408492 (and the references in the paper ! since things are much older than donoho's paper)","2010-07-31 06:19:15",223,NULL
955,1015,0,"@Srikant: Yes it is. It is known by both names.","2010-07-31 06:49:42",108,NULL
956,659,0,"+1 from me--nice explanation.","2010-07-31 10:37:32",438,NULL
957,1061,0,"Aww, you've beat me. +1","2010-07-31 10:44:50",88,NULL
958,1061,0,"Thanks! Is it the same as the df=6 that LogLik returns? Could I have used -2*logLik(fit)+2*(attr(logLik(fit),"df"))  ??","2010-07-31 10:58:19",339,NULL
959,255,4,"Check out the outlier function in the randomForest package http://lib.stat.cmu.edu/R/CRAN/web/packages/randomForest/randomForest.pdf","2010-07-31 11:01:22",339,NULL
960,213,8,"5th D in color hue, 6th D in color intensity, 7th D in point size and we can go ;-)","2010-07-31 12:36:14",88,NULL
961,963,0,"You are right. I was feeling that something was wrong. They constitute a family of confidence intervals. Perhaps its even better to adjust using Tukey Honest Significant Differences (TukeyHSD in R)","2010-07-31 15:45:10",339,NULL
962,1062,0,"Orthogonal parameterization has a broad range of uses.  Please be more specific.  What are you applying it to?","2010-07-31 15:48:18",601,NULL
963,1061,0,"@user603 Also, how did you "draw" that indexed sigma?","2010-07-31 15:48:24",339,NULL
964,1065,0,"On 2) I believe the confusion is what p(X=.01) means when X is a continuous random variable.  Intuitively, the probability seem to be zero everywhere because there is no chance X is exactly .01. The questioner should review the definition of a density function in the continuous case, which is defined as the derivative of the cumulative density function.","2010-07-31 17:15:21",493,NULL
965,827,0,"@mbq +1 for snowfall- abstracts snow even further and makes parallel computing with R pretty simple.","2010-07-31 18:14:41",13,NULL
966,823,0,"It's unfortunate that consensus has so much control over what kind of science gets funded.","2010-07-31 18:26:15",13,NULL
967,827,0,"You could give it to my answer not Shane's... still thanks ;-)","2010-07-31 18:28:48",88,NULL
968,1066,0,"You mean that you are looking at the distribution of subsample **lengths** of subsegments covering each position, right? On the other hand (probably I'm wrong) I'm guessing it has something to do with the sequencing?","2010-07-31 18:40:22",88,NULL
969,1066,0,"No, I'm looking at the distribution of the **number of sub-segments** covering a specific position. For example, if we focus on position 1 in the large segment, in the first simulation we have 4 sub-segments covering it; in the second simulation we have 1 sub-segment covering it, etc.

I don't care what are the lengths of the sub-segments covering each position, just how many sub-segments there are.

You are not completely wrong, this has started as a part of an exercise I've been working on in a biology course, but has gone to another domain :)","2010-07-31 18:45:20",634,NULL
971,1066,0,"Still, one more doubt -- what is a distribution of the lengths of subsamples? I think it is crucial to the answer. (I'm suspecting it is a binomial distribution)","2010-07-31 18:58:00",88,NULL
972,1066,0,"the lengths of the sub-segments? A list of lengths is given. I believe the lengths distribute quite normally, but I did not check it.","2010-07-31 19:01:45",634,NULL
973,1066,0,"sounds like a poisson distribution...","2010-07-31 19:08:22",601,NULL
974,1068,0,"I think I got the idea, although I will have to think about it some more. One other thing I intentionally did not mention at the beginning, is the fact we might have predefined "hot" subranges along our long segment. This means that every subrange that is drawn and completely includes one of the "hot" subranges will not be counted (it will be totally elimnated, not drawn again).","2010-07-31 19:12:59",634,NULL
975,1068,0,"For example, if we have a predefined "hot" subrange 20..25 and we are now drawing a subrange of length  40, and we happen to draw 11..50, than we don't count anything (we throw this subrange). However, if we happen to draw 21..60 we count as normal (since our subrange does not include the complete hot subrange, only part of it).","2010-07-31 19:13:25",634,NULL
976,1068,0,"If you want the pmf, then it seems the only sensible thing to do is to actually construct it.  Some sort of counting approach probably works best, similar to what I suggested where you don't need to actually count everything.  It's not clear what your goal is though.  If you're interested in the pmf, then an exact pmf is obviously better than some ad hoc approximation.  If you're interested in some underlying parameter, the fact that you can easily simulate from your distribution opens other possibilities.","2010-07-31 19:25:14",493,NULL
977,1068,0,"OK, so what I really want is the following: I do not know if where the hotspots are (how many are there or how long is each hotspit), but I do have a few hypotheses (each hypothesis is a set of hotspots; each hotspot is just a subrange). These are hidden variables.

I also have one "true" mapping - where all the lengths were drawn and mapped to the long range. This is my data.

What I aim to do is to check which of my hypotheses is most likely given the data (the "true" mapping).","2010-07-31 19:36:44",634,NULL
978,1068,0,"(and sorry I can't vote-up yet, I'm still new here :))","2010-07-31 19:40:30",634,NULL
979,1068,0,"I don't exactly understand your data.  It sounds like you'll end up wanting to do something like EM or set up a full Bayesian model. If the probability of exactly matching your data using simulation is reasonable (above one in a million or something), you could just do rejection sampling to get the posterior probabilities of your hypotheses.  Unless your application is simple though rejection sampling may not be feasible since the match probability is too small.  In that case, having the pmf will help.","2010-07-31 19:57:37",493,NULL
980,893,2,"It would be nice to have an explanation for *why* degrees of freedom is important, rather than just what it is.  For instance, showing that the estimate of variance with 1/n is biased but using 1/(n-1) yields an unbiased estimator.","2010-07-31 20:12:29",493,NULL
981,1068,0,"What I thought of doing is: for each scenario, get the pmf for each position, then calculate the likelihood of the data to be produced given the scenario (multiple probability of each position, assuming positions are independent, although they actually are not). Then we have a likelihood for the data given each of the scenarios and we can choose the most likely scenario (from the set of given scenarios).

There is no chance I will fully match my data using simulations. There is too much noise and the segments are quite long.","2010-07-31 20:20:15",634,NULL
982,1070,0,"I like your explanation (+1)-- it is probably more to the point for Alekk.  I'll leave mine up in the hope that it casts a different, perhaps useful, light on the role of orthogonality.","2010-07-31 20:41:58",39,NULL
983,1068,0,"I've done some thinking. If I understand your suggestion correctly, I need to keep for each position in my long range m bernouli variables (one for each length, saying what is the probabilty the i-th subrange will cover this position).
Since I usually work with n=200k and m=20k, this means 4*10^9 variables, which is way too much. This could perhaps be "compressed" since many subsequent positions will have the exact same set of variables, but I can not think immediately of an easy way to do that. On the other hand, perhaps I can do all the calculations on the fly and not save those variables...","2010-07-31 20:44:17",634,NULL
985,1026,0,"Actually, to the best of my memory, Harrell strongly discourages the use of AIC.  I guess cross-validation would probably be the safest method around.","2010-08-01 01:54:35",253,NULL
986,1072,1,"Is there some way to quantify what is " increasingly prefered " these days ?","2010-08-01 01:55:20",253,NULL
987,1070,0,"Can you comment on how your definition of marginal likelihood relates to the one given in the wiki link? (See: http://en.wikipedia.org/wiki/Marginal_likelihood)","2010-08-01 01:57:42",NULL,user28
988,1026,1,"AIC is asymptotically equivalent to CV. See answers to http://stats.stackexchange.com/questions/577/is-there-any-reason-to-prefer-the-aic-or-bic-over-the-other. I checked Harrell before I wrote that answer, and I didn't see any discouragement of the AIC. He does warn about significance testing after variable selection, with the AIC or any other method.","2010-08-01 02:54:39",159,NULL
989,282,4,"Effort is commendable -- BUT -- neither PC1 nor PC2 tells you who did best in all subjects.  To do so the PC subject coeffcients would all have to be positive.  PC1 has positive weights for Math and Music but negative for Science and English.  PC2 has positive weights for Math and English but negative for Science and Music. What the PCs tell you is where the largest variance in the dataset lies.  So by weighting the subjects by the coefficients in PC1, and using that to score the students, you get the biggest variance or spread in student behaviors. It can classify types but not performance.","2010-08-01 02:58:57",87,NULL
991,1073,1,"Nice explanation.  Doesn't explain people's cognitive failings, but +1 anyway.","2010-08-01 03:17:33",87,NULL
997,1051,0,"[moving this comment from the orthogonal question] You might find this paper by Berger et al. interesting: http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.ss/1009211804 -- marginal likelihood is defined on p.5 before they try to sell the integrated form to "likelihoodists". Also check out the historical references on that page, Cox 1975 and Basu 1977. The former is the origin of partial likelihood and the latter is a critique of Fisher likelihood w.r.t. nuisance parameters.","2010-08-01 04:34:25",251,NULL
998,1070,0,"All the cites on that page (Bos; MacKay/p.29) are to Bayesian concepts of likelihood (post ~ lik x prior). There's a connection, but it's not the marginal likelihood in the sense of Fisher and Likelihood theory. [see comment on Berger paper here: http://stats.stackexchange.com/questions/1045/is-there-a-radical-difference-in-how-bayesian-and-frequentist-approaches-treat-nu/1051#1051 ]","2010-08-01 04:37:58",251,NULL
999,1026,0,"@Tal: Perhaps from one of his papers rather than the RMS book, I remember Harrell objecting to the use of AIC for simply choosing among a pool of *many* models.  I think his point was that you must add a variable at a time and compare two models methodically or use some similar strategy.  (To be clear, this is in line with Rob's answer.)","2010-08-01 05:14:48",251,NULL
1001,282,0,"+1 good comment, cheers. You are of course correct, I should have have written that better and have now edited the offending line to make it clear I hope.","2010-08-01 09:29:48",81,NULL
1002,1081,0,"One remark -- expand nMDS. Is it just non-metric or something more exotic?","2010-08-01 09:35:29",88,NULL
1003,825,2,"I have no problem with this sort of Q&A here.  R isn't such a mainstream language (like Python or Java) that a quant would naturally say, "Oh this is a general programming question so I should go to StackOverflow or similar and ask this or look there for solutions".  Actually it is more a question for an R mailing list or group site.  To serve those budding analysts who want to learn R we should be glad to have an answer here as well.","2010-08-01 10:32:26",87,NULL
1006,226,1,"That's right - if the variance of PC is, say 3.5, then that PC "explains" variability of 3.5 variables from the initial set. Since PCs are additive, `PC1 > PC2 > ... > PCn`, and the sum of their variances is equal to the sum of the variances of the initial variable set, since PCA is computed upon covariance matrix, i.e. variables are standardised (SD = 1, VAR = 1).","2010-08-01 11:51:45",1356,NULL
1007,282,0,"You could standardise the vars, hence calculate the sum, in order to see who's the best, or if you prefer, in R: `apply(dtf, 1, function(x) sum(scale(x)))`","2010-08-01 12:08:34",1356,NULL
1008,1072,0,"I think that it is recognized to be scientifically more correct in many field in the sense that the shrinkage approach is used more in recent applied stat papers than the *.IC approach. That shows a certain -at least tacit- theoretical consensus.","2010-08-01 12:12:41",603,NULL
1011,1086,0,"moving average is exactly what I needed, thanks!","2010-08-01 14:40:31",642,NULL
1012,981,0,"Great method for dealing with uneaven data. I will try that. A huge thanks for all your help!","2010-08-01 14:50:13",NULL,Pete
1014,632,0,"What Srikant found (and what seems confirmed at PhysicsForums) there should be $\\sqrt{2}$, so rather $\\hat{\\sigma}\\frac{\\sqrt{2}}{2n}$.","2010-08-01 15:34:01",88,NULL
1015,632,0,"Aww, those comments locks; $\\frac{\\hat{\\sigma}}{\\sqrt{2n}}$. At least this one gives the result in agreement with bootstrap.","2010-08-01 15:58:24",88,NULL
1016,1069,0,"[Ack, deleted a previous comment when I thought it would edit, back to try again.]  This is interesting though I don't understand information geometry +1.  I'm intrigued by this question at quora, which is unfortunately unanswered: http://www.quora.com/What-does-it-mean-to-say-In-information-geometry-the-E-step-and-the-M-step-are-interpreted-as-projections-under-dual-affine-connections","2010-08-01 17:59:05",251,NULL
1017,1069,0,"I had wondered where that went!  If I get some time, I think I'll try to answer that question over at quora, though I should admit that I an information geometry novice.  Most of what I know of it is incidental to an an effort to pin down how the features of mathematical spaces (topological, algebraic, and otherwise) enable the application of learning methods.  This, in turn, is part of a quite difficult pet project of mine.","2010-08-01 18:51:44",39,NULL
1018,1069,0,"If you would like to correspond about any of these subjects feel free to email me at johnnylogic at gmail.","2010-08-01 19:09:46",39,NULL
1019,113,0,"The aforementioned paper addresses method selection, generally. As for specific examples and more details they may be found scattered among specific meta-methodological disciplines (measurement theory, algorithmic learning theory, statistical learning theory, complexity theory), but I have not found a systematic treatment, thus the question. If you wish to discuss these issues generally, you may email me at johnnylogic at gmail.","2010-08-01 19:11:47",39,NULL
1020,1040,0,"Thanks for the pointer on Latex","2010-08-01 20:12:49",168,NULL
1021,1095,0,"Reg Latex: See this meta thread: http://meta.stats.stackexchange.com/questions/218/tex-processing-for-stats","2010-08-01 22:58:47",NULL,user28
1022,1094,0,"I am already modeling the probability of each cell as a Dirichlet, $p \\sim Dirichlet(\\alpha)$.  Normalizing by $n$ wouldn't quite work since a cell with large $p_i$ would have small likelihood whenever $n$ is fairly large, even when we indeed observed $x_i=1$ (unnormalized).  Does that make any sense?","2010-08-01 23:08:31",647,NULL
1023,1094,0,"I am afraid you lost me by the mention of a 'cell' when the question does not mention this word at all. Could you provide some more context so that I can understand better?","2010-08-01 23:13:24",NULL,user28
1024,1094,0,"Sorry: By cell I mean each $x_i$.","2010-08-01 23:14:44",647,NULL
1025,1093,0,"By the way, will the binomial not work for you? You have k trials and n successes. right?","2010-08-01 23:16:12",NULL,user28
1026,1094,0,"In other words, I want to sample $n$ integers between 1 and $k$ without replacement using the probability vector $p$.","2010-08-01 23:17:14",647,NULL
1027,1094,0,"This getting confusing to me. Your $X_i$ is either 0 or 1 but now you want to sample $n$ integers between 1 and $k$?","2010-08-01 23:23:32",NULL,user28
1028,1094,0,"Sorry: I'm saying that it's an equivalent formulation to sample the indices of $X$ without replacement.  Then $x_i=1$ for those integers that are sampled and $x_i=0$ for those integers that are not.","2010-08-01 23:39:34",647,NULL
1029,1094,0,"In that case, you have basically the following scenario: You flip a coin $k$ times and your constraint is that you need $n$ successes as that will ensure that $X_i$ sum to $n$. This is a binomial distribution. If this satisfies your requirements I will change my answer. If it does not can you explain why this will not work?","2010-08-02 00:04:19",NULL,user28
1030,219,0,"Would this be good for implementing on GPUs?  Link to details, references?","2010-08-02 00:27:47",646,NULL
1031,146,0,"Why did you put `r` tag and what do you mean by "why this is so"? PC's are not correlated, i.e. they're orthogonal, additive, you cannot predict one PC with the another. Are you looking for a formula?","2010-08-02 00:38:33",1356,NULL
1032,167,0,"In the set with n variables, n PCs can be extracted, but you can decide how many you'd like to keep, e.g. Guttman-Keiser criterion says: keep all PCs that have eigenvalue (variance) larger than 1. So there...","2010-08-02 00:43:29",1356,NULL
1033,1094,0,"Slightly different: I have $k$ different coins, each with a different probability (ie. $p_i$), and I have $n$ successes.  Sorry for the confusion!","2010-08-02 01:14:41",647,NULL
1035,1093,0,"Slightly different: I have $k$ different coins, each with a different probability (ie. $p_i$), and I have $n$ successes. Sorry for the confusion!","2010-08-02 01:43:26",647,NULL
1036,1094,0,"For the second proposal, what is the form of this posterior?  Another Dirichlet?  It makes sense that the Dirichlet would be conjugate here, just like if we were using a multinomial.  But we're not using a multinomial.  So what is the pdf of the distribution you propose?  (It's a multivariate bernoulli that has been conditioned on observing n successes, right?)","2010-08-02 02:07:56",647,NULL
1037,1094,0,"Unfortunately, it is not a dirichlet. The bernoulli can be written as: $f(X_i;p_i) = p_i^{X_i} (1-p_i)^{1-X_i}$ which is not conjugate to the dirichlet. You will have to use Metropolis-Hastings to estimate the parameters.","2010-08-02 02:14:54",NULL,user28
1038,1094,0,"Thanks for your help.","2010-08-02 02:19:15",647,NULL
1039,910,2,"[citation needed]. In other words, intriguing answer, although it doesn't jive (at least) with a lot of ML literature.","2010-08-02 05:03:16",30,NULL
1040,1081,0,"Indeed, its non-metric multidimensional scaling.","2010-08-02 06:09:19",144,NULL
1041,146,0,"I was wondering about the principles behind the logic (in my quest to understand PCA). I used R tag because R people might read this and maybe show R examples. :)","2010-08-02 06:13:21",144,NULL
1042,910,1,"Classical one is Breiman's "Statistical Modeling: The Two Cultures".","2010-08-02 06:42:56",88,NULL
1043,1025,0,"Interesting posting. I will look into that too. You are probably right.","2010-08-02 07:53:58",NULL,Pete
1045,146,0,"Oh, why didn't you say so? Have you seen http://www.statmethods.net/advstats/factor.html","2010-08-02 11:01:14",1356,NULL
1046,1113,0,"Thanks for your answer. That solves the problem of bounding.

For my data it goes to 1 very quickly for my data so I guess the next thing I need to do is to scale this information to concentrate on the interesting range which I could do based on the history of it without fear of leaving the bound, just hitting the limit.","2010-08-02 15:19:49",652,NULL
1047,1114,0,"erf is not a very handy function, provided you don't want to rather use it for its derivative.","2010-08-02 15:26:48",88,NULL
1048,1026,0,"Doing a quick search, I found Harrell writing the following "Beware of doing model selection on the basis of P-values, R-square, partial R-square, AIC, BIC, regression coefficients, or Mallows' Cp."  He wrote that on 12/14/08, on a mailing list titled [R] Obtaining p-values for coefficients from LRM function (package Design) - plaintext.  I guess I misunderstood his meaning.","2010-08-02 16:20:19",253,NULL
1049,1115,3,"Could you please make your question a little more understandable?","2010-08-02 16:38:41",88,NULL
1050,1118,0,"Thank you- mbq and stoplan - I computed mean in time1 and time2, and percent change. There are several obs for each idno, but not an equal  no. of obs for each idno in each time period.  There are 2 or 3 vars that cause change in dep. var, but the means are diff from time1 to time2. I am not clear on repeated measures - in SAS I used proc mixed w/repeated option but I am not clear on results!","2010-08-02 17:32:45",474,NULL
1051,1118,0,"There is a specific change in 1 indep. var, X1 in time2. What I want to do is show statistically what is causing change in dep var from time1 to time2.  How much is due to change in X1? Am I still unclear?","2010-08-02 17:37:02",474,NULL
1052,1118,0,"@Tailltu I think, ideally, editing the question itself to lend clarity is preferable. That way your question would show up in searches by other people who may have an issue similar to yours.","2010-08-02 17:58:52",NULL,user28
1053,1126,2,"Community wiki? I do not think there is a 'correct' answer for your questions.","2010-08-02 18:28:30",NULL,user28
1054,763,0,"(didn't get a notifier from SA of your comment) Well, i wasn't referring to any papers when i wrote that, rather just informally summing pieces of my experience relevant to your Question. I'll look through my files and see what i have that is relevant though.","2010-08-02 18:32:24",438,NULL
1055,1126,2,"Community wiki...","2010-08-02 19:18:14",5,NULL
1056,1128,0,"+1 Very good point; my number 1.","2010-08-02 19:29:21",88,NULL
1057,1126,1,"Fascinating question - thank you for it!","2010-08-02 20:27:48",253,NULL
1058,1115,0,"Or for example mention what stat package you are using ? (R, SAS, SPSS, etx ?)","2010-08-02 20:30:33",253,NULL
1059,1133,0,"I once asked the same question on the R mailing list, and didn't get a response.  I'd suggest you to change your title since your question is regarding "post hoc analysis of chi square - to detect the cause of the significance" (a shorter titles then the one I proposed would be better :) )","2010-08-02 20:33:00",253,NULL
1060,1144,0,"Thank you for your response, but what if the signal exhibits a high seasonality (i.e. a lot of network measurements are characterized by a daily and weekly pattern at the same time, for example night vs day or weekend vs working days)? An approach based on standard deviation will not work in that case.","2010-08-02 20:57:49",667,NULL
1061,1144,0,"For example, if I get a new sample every 10 minutes, and I'm doing an outlier detection of the network bandwidth usage of a company, basically at 6pm this measure will fall down (this is an expected an totaly normal pattern), and a standard deviation computed over a sliding window will fail (because it will trigger an alert for sure). At the same time, if the measure falls down at 4pm (deviating from the usual baseline), this is a real outlier.","2010-08-02 20:58:18",667,NULL
1062,1132,2,"I reckon loads of computer games are modelling problems dressed in disguise. SimCity for example - the goal of the game is to build as good a model as possible of the hidden game mechanics, then use that model to build a functioning city! (This is all probably a gross over-justification for wasting my youth playing SimCity)","2010-08-02 21:03:44",668,NULL
1065,1147,1,"Yeah, this is exactly what I am doing: until now I manually split the signal into periods, so that for each of them I can define a confidence interval within which the signal is supposed to be stationary, and therefore I can use standard methods such as standard deviation, ...
The real problem is that I can not decide the expected pattern for all the signals I have to analyze, and that's why I'm looking for something more intelligent.","2010-08-02 21:37:03",667,NULL
1066,1142,1,"Just for clarity, here's the original question on SO: http://stackoverflow.com/questions/3390458/simple-algorithm-for-online-outlier-detection-of-a-generic-time-series","2010-08-02 21:42:06",71,NULL
1067,1142,1,"I think we should encourage posters to post links as part of the question if they have posted the same question at another SE site.","2010-08-02 21:47:31",NULL,user28
1068,886,2,"As, arguably, a machine learner, I'm here to tell you we maximise the heck out of likelihoods. All the time. Loads of machine learning papers start with "hey look at my likelihood, look how it factorises, watch me maximise". I'd suggest that it's dangerous to claim a fundamental basis of either discipline in terms of inference techniques. It's more about which conference you go to!","2010-08-02 21:47:52",668,NULL
1069,1142,0,"yes, you're completely right. Next time I'll mention that the message is crossposted.","2010-08-02 21:53:14",667,NULL
1070,1148,0,"Again, this works pretty well if the signal is supposed to have a seasonality like that, but if I use a completely different time series (i.e. the average TCP round trip time over time), this method will not work (since it would be better to handle that one with a simple global mean and standard deviation using a sliding window containing historical data).","2010-08-02 22:02:16",667,NULL
1071,1148,1,"Unless you are willing to implement a general time series model (which brings in its cons in terms of latency etc) I am pessimistic that you will find a general implementation which at the same time is simple enough to work for all sorts of time series.","2010-08-02 22:06:07",NULL,user28
1072,1148,0,"Another comment: I know a good answer might be "so you might estimate the periodicity of the signal, and decide the algorithm to use according to it", but I didn't find a real good solution to this other problem (I played a bit with spectral analysis using DFT and time analysis using the autocorrelation function, but my time series contain a lot of noise and such methods give some crazy results mosts of the time)","2010-08-02 22:06:34",667,NULL
1073,1148,0,"A comment to your last comment: that's why I'm looking for a more generic approach, but I need a kind of "black box" because I can't make any assumption about the analyzed signal, and therefore I can't create the "best parameter set for the learning algorithm".","2010-08-02 22:09:22",667,NULL
1074,1147,0,"Here is a one idea: Step 1: Implement and estimate a generic time series model on a one time basis based on historical data. This can be done offline. Step 2: Use the resulting model to detect outliers. Step 3: At some frequency (perhaps every month?), re-calibrate the time series model (this can be done offline) so that your step 2 detection of outliers does not go too much out of step with current traffic patterns. Would that work for your context?","2010-08-02 22:24:42",NULL,user28
1075,108,0,"I love that blog!","2010-08-02 22:31:03",582,NULL
1076,1147,0,"Yes, this might work. I was thinking about a similar approach (recomputing the baseline every week, which can be CPU intensive if you have hundreds of univariate time series to analyze).
BTW the real difficult question is "what is the best blackbox-style algorithm for modeling a completely generic signal, considering noise, trend estimation and seasonality?".
AFAIK, every approach in literature requires a really hard "parameter tuning" phase, and the only one automatic method I found is an ARIMA model by Hyndman (http://robjhyndman.com/software/forecast/). Am I missing something?","2010-08-02 22:38:45",667,NULL
1077,1147,0,"Please keep in mind I'm not too lazy for investigating these parameters, the point is that these values need to be set according to the expected pattern of the signal, and in my scenario I can't make any assumption.","2010-08-02 22:40:16",667,NULL
1078,1147,0,"ARIMA models are classic time series models that can be used to fit time series data. I would encourage you to explore the application of ARIMA models. You could wait for Rob to be online and perhaps he will chime in with some ideas.","2010-08-02 22:44:41",NULL,user28
1079,1026,0,"@Tal. Thanks for finding that. While it sounds like a general statement, I *think* he probably meant "Beware of looking at p-values after doing model selection on the basis of ...." I don't think it makes sense otherwise. Certainly the discussion in that thread was all about p-values","2010-08-02 23:12:30",159,NULL
1080,1128,1,"+1 Ha. Speaking of overlap, this may be the only answer with none over Epstein's reasons.","2010-08-02 23:49:07",251,NULL
1081,1069,0,"Cool, thanks. :)","2010-08-02 23:49:50",251,NULL
1082,1098,0,"Interesting, thanks.  I wonder though if it's not the Fisher that's more appropriate here -- since in the urn formulation of the problem, N is observed after the experiment, and you condition on the sum.  Quite likely, I'm one of the "confused" the wikipedia article refers to. :-)","2010-08-02 23:52:10",251,NULL
1083,795,0,"Do you mean normalize to (0,1)? Please explain clearly what you are asking.","2010-08-03 01:08:43",159,NULL
1084,1126,0,"I think I like the overall classification given by the answers here more than Epstein's.","2010-08-03 01:44:08",251,NULL
1086,1149,1,"Really great question.  The best way to understand something is from multiple direction of explanation.","2010-08-03 02:29:31",253,NULL
1087,1026,2,"@Tal, @Rob: In that thread, he does say "Be sure to use the hierarchy principle".  Perhaps of interest, this discussion from medstats (scroll down for Harrell's response): http://groups.google.com/group/medstats/browse_thread/thread/86c44163b849572","2010-08-03 02:38:20",251,NULL
1088,1153,0,"+1 from me, excellent. So > 1.5 X inter-quartile range is the consensus definition of an outlier for time-dependent series? That would be nice to have a scale-independent reference.","2010-08-03 03:06:39",438,NULL
1089,1153,0,"The outlier test is on the residuals, so hopefully the time-dependence is small. I don't know about a consensus, but boxplots are often used for outlier detection and seem to work reasonably well. There are better methods if someone wanted to make the function a little fancier.","2010-08-03 03:45:06",159,NULL
1090,538,0,"I have some trouble understanding why arrow directions in a corresponding Bayesian network have any relation to causation. For instance, A->B and B->A represent different directions for causality, but Bayesian networks for those two structures are equivalent","2010-08-03 06:41:21",511,NULL
1091,1160,0,"Probably better suited to stackoverflow since it has no particular data analysis relevance.","2010-08-03 08:28:02",5,NULL
1092,795,0,"This question is proposed to be closed. See this meta thread: http://meta.stats.stackexchange.com/questions/213/list-of-candidate-questions-to-be-closed","2010-08-03 08:58:14",NULL,user28
1093,1160,0,"This question is proposed to be closed. See this meta thread: http://meta.stats.stackexchange.com/questions/213/list-of-candidate-questions-to-be-closed","2010-08-03 08:58:48",NULL,user28
1102,1171,0,"Ah, yes, I knew that overlapping CI's didn't necessitate zero difference, but hadn't connected that to this example, where clearly the above procedure would always compute difference "CI" that includes zero whenever the individual CIs overlap. Thanks!","2010-08-03 12:39:56",364,NULL
1103,1061,1,"@gd047. LaTeX code: `$\\sigma_{\\epsilon}$`","2010-08-03 13:23:24",159,NULL
